place,태그
첨백당,1945년 광복기념 소나무가 있는 단양우씨 문중 재실 관광지 대구광복소나무 대구여행 대구올레길 역사여행 평광마을
롯데아울렛 이시아폴리스점,다양한 볼거리와 즐길거리가 있는 아울렛 대구 쇼핑 아울렛
팔공산심천랜드,"정수하지 않은 순수의 물, 최고의 자연 온천 관광지 대구심천랜드 대구온천 동화사부근온천 알칼리온천 팔공산온천"
대구방짜유기박물관,팔공산 자락에 있는 우리나라 최초의 유기박물관 문화시설 박물관 방짜유기 유기장 중요무형문화재유기장 팔공산박물관
율하체육공원,"어르신을 위한 놀이터까지 두루 갖춘 생태, 체육공원 관광지 대구생태공원 대구어르신놀이터 대구율하체육공원 대구체육공원"
신암공원,여름에는 물놀이장도 운영하는 편안한 근린공원 공원테니스장 관광지 동구공원 동구물놀이장 동구언린이놀이터 무료어린이물놀이장
에스투뷰텍 뷰라운지,K-뷰티의 우수성을 소개하고 전파하는 웰니스 관광지 K-뷰티대구 대구뷰티관광 대구뷰티산업 대구스킨케어관광 대구헤드스파
수성못상화동산,민족의 저항시인 이상화를 추모하는 장소 관광지 대구상화동산 대구수성못 대구축제 상화동산산책 수성못이벤트
코로나19 기억의공간,청라언덕 위에 있는 코로나 전시관 대구여행 대구전시관 문화시설 전시관 청라언덕
도남지,하중도 인근의 낚시하기 좋은 곳 관광지 대구가볼만한곳 대구낚시 대구저수지 도남저수지 도남지
연암서당골,특별한 체험이 가득한 공간 관광두레 관광두레_주민사업체 관광지 대구 대구_관광두레 대구북구
오봉오감,다양한 목공 교육 프로그램을 경험해보자 ! 관광두레 관광두레_주민사업체 관광지 대구 대구_관광두레 대구북구
향사례 대구시민단,우리 전통 활의 아름다움과 위상을 널리 알리기 위한 노력 가족과함께 관광두레 관광두레_주민사업체 관광지 대구 대구_관광두레
미성온천,최상의 편의 시설을 갖춘 힐링 공간 관광지 대구가볼만한곳 대구여행 대구온천 미성온천
구니CC,여러 코스 디자인으로 재미를 느낄 수 있는 곳 골프관광 골프여행 구니CC 국내골프장 레포츠
군위오펠GC,팔공산 자락의 아름다움과 함께하는 골프 골프관광 골프여행 국내골프장 군위오펠GC 레포츠
대곡시장,신선하고 다양한 재료 구매가 가능한 시장 건어물 대곡시장 대구여행 분식맛집 소규모시장 쇼핑 저렴한횟감
대동종합시장,탈바꿈한 지역 밀착형 시장 대구여행 대동종합시장 쇼핑 월배공원 현대식시장
반야월연꽃단지,국내 최대 규모의 연꽃단지 관광지 대구관광 대구명소 대구산책 대구여행 연꽃단지
상동시장,40년이 넘은 소규모 시장 대구여행 소규모시장 쇼핑 수성못 수성유원지 월간_사진_제보_이벤트
남문시장,대구 중구의 터줏대감 시장 남문시장 대구여행 반세기시장 쇼핑 전통시장 콩떡맛집
서대구시장,소규모 재래시장 능금근린공원 대구여행 미로골목벽화 서대구시장 소문난떡집 쇼핑 정민막창
관음시장(대구),상시 운영중인 시장 관음떡집 대구여행 소규모시장 쇼핑 칠곡여행
침산골목시장,작지만 오래된 골목 골목시장 금호강바람길 대구여행 소규모시장 쇼핑 침산공원
수목원생활온천,도심 속에서 즐길 수 있는 건강 온천 관광지 대구가볼만한곳 대구여행 대구온천 수목원생활온천
송현시장,대구 달서구에 위치한 잊혀져 가는 소규모 시장 대구여행 대덕승마장 소규모시장 송현공원 쇼핑
보이드 갤러리,문화예술 콘텐츠를 다루는 지역사회의 문화예술공간 2022_추석_문화여행 가볼래터 갤러리 대구 문화시설 실내여행지 여행구독
동제미술관(동제미술전시관),자연과 예술이 함께 공존하는 넓은 공간 대구가볼만한곳 대구미술관 대구여행 동제미술관 문화시설
교항리 이팝나무 군락지,입하에 만나는 하얀 눈꽃세상 관광지 데이트코스 사진찍기좋은곳 산책코스 연인과함께
동산계곡펜션,자연경관이 뛰어난 펜션 가족캠핑 경상북도캠핑장 계곡물놀이 군위군캠핑장 당일캠핑 레포츠
도림사(대구),대구 지역 포교를 목적으로 세워진 힐링 사찰 관광지 대구사찰 대구여행 댜구가볼만한곳 도림사
리조트 스파밸리 네이처파크,자연과 동물이 함께하는 교감형 생태동물원 관광지 네이처파크 대구관광 대구동물원 대구여행 동물원 리조트스파밸리
아르떼수성랜드,아이들의 꿈과 희망이 자라나는 놀이공원 공예마을 관광지 대구가볼만한곳 대구놀이기구 대구문화예술 대구아빠어디가
엘리몽,어린이들을 위한 대구 최대 규모의 복합문화놀이공간 관광지 대구아이들과가볼만한곳 대구키즈파크 엘리몽 엘리바덴
화원자연휴양림,맑은 계곡이 흐르고 있어 물놀이하기에 좋은 휴양림 관광지 대구가볼만한곳 대구여행 대구휴양림 화원자연휴양림
김수환 추기경 사랑과 나눔공원,김수환 추기경의 삶을 돌아볼 수 있는 공간 경북여행 관광지 군위나들이 김수환추기경 삼국유사의고장
2·28 기념중앙공원,2·28 의거의 자취가 어려 있는 곳 2.28민주운동기념관 관광지 대구가볼만한곳 대구가족여행 대구기념관
비슬산숲속오토캠핑장,물 맑고 공기 좋은 비슬산자연휴양림 내에 위치하다 달성군캠핑장 대구시캠핑장 레포츠
대구 환경사랑홍보교육관,자연의 소중함을 체험하며 배우는 곳 가족과함께 당일치기여행 문화시설 체험학습
성당못,사계절 내내 아름다운 시민들의 휴식처 가볼래터 관광지 대구가볼만한곳 대구산책하기좋은곳 대구여행 성당못
원대신시장,서구민들의 식탁을 풍성하게 만드는 역사 깊은 전통 시장 대구나들이 대구쇼핑 대구시장 대구시장여행 대구여행 쇼핑
새길시장,접근성이 좋은 아기자기한 시장 대구나들이 대구쇼핑 대구시장 대구시장여행 대구여행 동네시장 쇼핑
대평리시장,벽화를 감상하며 장보기 대구나들이 대구대평리시장 대구쇼핑 대구시장 대구시장여행 대구여행
충혼탑,도심 속 애국정신 선열들의 혼이 깃든 곳 관광지 대구가볼만한곳 대구여행 충혼탑 호국영령
블루마운틴,대구광역시 동구에 자리한 캠핑장 대구시캠핑장 동구캠핑장 레포츠 숲속캠핑 카페 팔공산글램핑
점새늪연꽃생태공원,연꽃으로 가득 찬 생태 공원 관광지 대구공원 대구산책 대구생태습지 대구안심창조밸리 대구여행
낙동강레포츠밸리강변오토캠핑장,수려한 자연 풍광을 보며 여유롭게 쉬는 공간 달성군캠핑장 대구시캠핑장 레포츠 수상레저 액티비티 여름물놀이 인기캠핑장2024
방촌종합시장,"이곳의 명물은 떡볶이로, 시장 내부에 떡볶이 골목이 자리하다 대구맛집 대구쇼핑 대구시장 대구시장여행 대구여행 쇼핑"
신전뮤지엄(신전히스토리뮤지엄),세계로 나아가는 신전떡볶이 가볼래터 대구가볼만한곳 대구여행 문화시설 신전떡볶이 신전뮤지엄
달서시장,다양한 먹거리가 가득한 전통시장 달서시장 대구시장 대구여행 대구재래시장 대구전통시장 쇼핑
송라시장,대구시 동구에 자리 잡은 작은 규모의 시장 대구나들이 대구송라시장 대구쇼핑 대구시장 대구시장여행 대구여행
신서 중앙공원,아름다운 핑크뮬리가 있는 공원 관광지 대구공원 대구산책 대구여행 대구포토존 대구혁신도시공원
주암산가창저수지,대구 시민들이 즐겨찾는 휴게 명소 가창저수지 관광지 대구가볼만한곳 대구드라이브 대구벚꽃 대구여행
교동시장,낮부터 밤까지 즐길거리가 가득한 전통시장 대구교동시장 대구나들이 대구산책 대구쇼핑 대구시장 대구여행 쇼핑
이곡장미공원,다채로운 장미꽃밭에서 힐링하다 관광지 대구공원 대구나들이 대구산책 대구여행 대구장미 대구장미공원
학산공원,산책하기 좋은 대구의 일출·일몰 명소 관광지 대구공원 대구나들이 대구산책 대구야경 대구여행
팔공산분수광장,"벚꽃과 단풍이 아름다운, 공연과 문화가 함께하는 공원 관광지 대구광장 대구산책 대구여행 대구축제 대구팔공산"
테크노폴리스중앙공원,야경이 아름다운 산책하기 좋은 공원 관광지 대구가볼만한곳 대구공원 대구데이트코스 대구여행 테크노폴리스중앙공원
서문시장 5지구,경상권 최대의 한국 3대 시장 중 하나 대구나들이 대구서문지구 대구쇼핑 대구시장 대구시장여행 대구여행
파계 오토캠핑장,팔공산 야영장 가성비캠핑장 가을단풍명소 걷기길 대구시캠핑장 동구캠핑장 레포츠
팔달시장,전국 각지의 신선한 농산물을 구입할 수 있는 곳 대구나들이 대구쇼핑 대구시장 대구시장여행 대구여행 대구팔달시장
현풍백년도깨비시장,다양한 세대 간의 문화를 접할 수 있는 전통시장 대구나들이 대구쇼핑 대구시장 대구시장여행 대구여행 쇼핑
와룡시장,와룡산 인근 문화 관광형 시장 대구글로벌특화시장 대구나들이 대구쇼핑 대구시장 대구시장여행 대구여행
침산공원,자연과 여유를 즐길 수 있는 공간 관광지 대구공원 대구나들이 대구산책 대구여행 대구포토존
호림강나루공원(호림공원),산책 즐기기에 더없이 좋은 공간 관광지 대구공원 대구꽃 대구나들이 대구산책 대구여행
화원시장,매월 1일과 6일 장이 서다 대구나들이 대구쇼핑 대구시장 대구시장여행 대구여행 쇼핑
효목시장,먹거리 장이 들어선 곳 대구가족여행 대구맛집 대구시장 대구시장여행 대구여행 쇼핑
아날로그데이,소규모 캠핑장 가을단풍명소 가족과함께 경상북도캠핑장 군위군캠핑장 레포츠 소규모캠핑장
위천수변 테마파크,자연과 함께하는 테마공원내의 캠핑장 가을단풍명소 경상북도캠핑장 군위군캠핑장 레포츠 봄꽃여행 여름물놀이
달성보전망대,가족 나들이 하기 좋은 낙동강 관광 명소 관광지 대구나들이 대구산책 대구여행 대구전망대 대구포토존
동구시장,대구 최초 모범시장 대구나들이 대구쇼핑 대구시장 대구시장여행 대구여행 쇼핑
대한수목원,아름다운 자연을 만끽할 수 있는 곳 관광지 대구가족여행 대구나들이 대구산책 대구수목원 대구여행
반야월종합시장,상인들의 따뜻한 정과 인심을 느낄수 있는 대구 5일장 대구나들이 대구쇼핑 대구시장 대구시장여행 대구여행 대구오일장 쇼핑
산격종합시장,상가주택건물형의 중형시장 대구나들이 대구쇼핑 대구시장 대구시장여행 대구여행 쇼핑 월간_사진_제보_이벤트
대구광역시수산물도매시장,"소비자와 생산자 그리고 판매자까지, 기분좋은 거래가 이루어지는 곳 대구나들이 대구쇼핑 대구수산물도매시장 대구시장 대구시장여행 대구여행"
