place,태그
서강대학교 박물관,한국 민족문화를 배우는 박물관 교육시설 문화시설 민속품 민족문화 박물관 서강대학교 서울가볼만한곳
롤링홀,음악이 끊이지 않는 공간 롤링홀 공연 공연장 남녀노소 마포공연장 문화공간 문화시설 서울가볼만한곳
한국색동박물관,한국 전통 고유의 아름다운 문양과 색채를 널리 알리다 문화시설 색동교육 색동박물관 색동유물 색동전시 종로색동박물관 한국전통문양
일신홀,한남동에 위치한 클래식 전문 공연장 공연실황 문화시설 연주실황 용산공연장 클래식공연장 클래식전문공연
노들섬 라이브하우스,공연 후 한강뷰도 함께 즐기는 라이브 공연장 노들섬 노들섬공연장 라이브하우스 문화시설 한강공연장 한강음악공연장
서대문형무소역사관,자주독립 정신을 일깨워 주는 역사관 2024_여행가는달과함께하는_발도장여행지 21_22한국관광100선 3·1운동
노해체육공원,도심 속 건강 근린공원 관광지 노원구민체육센터 노원아침체조교실 노원족구장 노원체육공원
등나무근린공원,멋진 조각품이 있는 북서울시립미술관 옆의 도심 속 예술 공원 관광지 노원공원 노원근린공원 노원바닥분수 노원아울렛 노원조각공원
세인트 제임스 서울,클래식한 마린룩을 입고 싶다면! 서울여행 쇼핑 품질인증업소_서울 품질인증업소_전체보기 한국관광품질인증
성주우물터 은행나무,겸재 정선의 그림 속에 담긴 역사 깊은 보호수 관광지 성주우물 성주우물터 성주우물터은행나무 은행나무
동천재활체육센터,비장애인과 장애인이 더불어 활동하는 아이스링크와 휘트니스를 보유한 생활체육시설 노원빙상프로그램 노원심리미술 노원아이스링크 노원장애인체육센터 노원장애인프로그램
충무로 인쇄골목,인쇄 산업의 중심 충무로 골목여행 관광지 산업관광 산업관광지 이색골목여행
다울랭 갤러리,예술이라는 언어로 소통과 유대를 형성하는 공간 2022_추석_문화여행 가볼래터 데이트코스 문화시설 문화예술 실내여행지
예술가의집,예술가의 소통을 지원하는 매개형 열린 공간 경성제국대학본관 더하우스콘서트 문화시설 사적 예술가의집 예술공유오피스
이태원 이슬람거리,무슬림 상가가 밀집해 있는 거리 관광지 이태원거리 이태원문화거리 이태원세계음식문화거리 이태원퀴논길
이태원 앤틱 가구 거리,앤틱과 빈티지 가구를 접할 수 있는 거리 가구점 가족과함께 고가구 골동품 관광지 목가구 쇼핑거리 앤틱가구거리
탑골공원 팔각정,근대 한국의 역사가 담긴 누정 3.1운동 관광지 근대공원 독립선언문 서울특별시유형문화재 수도권
상상톡톡 미술관,자연속에서 미술 직접 체험할 수 있는 미술관 겨울방학가볼만한곳 꿈의숲아트센터 도심여행 문화시설 미술관 미술체험
후암시장,쾌적하게 쇼핑할 수 있는 재래시장 쇼핑 재래시장 전통시장 후암시장 후암재래시장
서울 명동성당,한국 가톨릭 교회 공동체가 처음으로 탄생한 곳 관광지 교과서속여행 나홀로여행 도심여행 명동 명동거리 명동성당
더 스테이지(THE STAGE),생생한 매력의 대형 K-POP 전문 쇼핑몰 K-POP 굿즈 대형쇼핑몰 사진찍기 서울가볼만한곳 쇼핑 영풍문고
빛의 시어터,워커힐 극장을 새롭게 변화시킨 전시회 광진구예술전시 광진구전시회 광진빛의시어터 문화시설 빛의시어터전시
올림픽공원 올림픽홀,올림픽공원에 위치한 대중음악 전문 공연장 문화시설 서울공연장 서울올림픽공원 서울콘서트 송파공연장 올림픽공원
대한민국예술인센터,예술인의 창작과 교류를 위한 복합예술문화공간 대한예술인협회 로운공연장 문화시설 복합문화센터 예술문화 예술센터
지구를위한노래,제로웨이스트를 추구하는 편집숍 겸 비건카페 강동비건카페 강동제로웨이스트가게 비건식품 생태비건미술수업 쇼핑
북촌 한옥청,시민 교육문화 활동을 할 수 있도록 개방하는 공유한옥 공공한옥 공유한옥 문화시설 북촌한옥 한옥대관 한옥문화 한옥문화콘텐츠
무계원,부암동 도심 속 전통문화공간에서 한국의 아름다움을 느끼다 관광지 부암동무계원 부암동전통문화공간 부암동한옥 전통문화공간 전통문화공간
하계어린이공원,"경춘선 숲길 옆, 아주 큰 나무로 만들어진 멋진 놀이터 경춘선숲길 관광지 노원공원 노원어린이공원 노원하계어린이공원 하계공원"
용마산,인공폭포가 어우러져 있는 서울 동부의 휴식처 관광지 나홀로여행 등산 용마산 자연 자연&숲 자연좋은곳 자연풍경
해공신익희선생동상,독립운동가이자 정치가였던 해공 신익희 선생을 기리며 관광지 사계절 수도권 아이와함께 역사공부 역사관광지 역사를품은곳
롤파크,대한민국 최대 규모의 롤 대회가 개최되는 공간 LCK leagueoflegends lolpark X-게임장 가볼래터 게임 레포츠
용산도시기억전시관,용산의 도시변천사에 대한 기록을 볼 수 있는 곳 가족과함께 교육여행 남녀노소 문화시설 아이와함께 역사속으로 역사이야기
반공순국용사 위령탑,호국용사들을 추모하기 위해 건립된 탑 625용사위령탑 관광지 반공순국용사 반공순국용사위령탑 사계절 수도권
남대문 안경상가,안경 도소매점이 밀집해 있는 곳 남대문 남대문시장 서울가볼만한곳 쇼핑 안경 안경도소매점 안경상가
고려대학교 서울캠퍼스화정체육관,다양한 공연과 문화행사가 열리는 공간 고려대공연장 고려대학교 고려대학교서울 문화시설 서울공연장 서울콘서트
뚝섬미술관,지하철역에서 즐길 수 있는 젊은 감각의 전시장 문화시설 서울숲미술관 성동구미술관 성수동미술관 지하철미술관 체험형전시
서울특별시교육청 강동도서관,책과 함께 마음을 가꾸는 공간 도서관 독서 독서공간 독서교육 독서문화 독서여행 문화교실 문화시설
몽마르뜨공원,산책하기 좋은 서래마을 공원 가족과함께 공원 관광지 마포공원 몽마르뜨공원 반려동물 반려동물동반여행지
황학동 벼룩시장,옛날 시골집에서나 볼 수 있는 물건들이 가득한 곳 나들이 나홀로여행 데이트코스 도깨비시장 만물시장 벼룩시장 쇼핑
제일평화시장,동대문 도·소매 전문 패션몰 가볼만한곳 구제시장 동대문의류시장 쇼핑 시장 의류시장 제일평화시장
광나루한강공원,서울의 피크닉 명소 25_26한국관광100선 가족과_함께 걷기길 관광지 광나루한강공원 나들이
우이동만남의광장,북한산 아래에 위치한 계곡과 산책하기 좋은 근린공원 강북근린공원 관광지 우이동공원 우이동광장
광나루자전거공원,한강을 바라보며 달릴 수 있는 자전거 공원 강동산책로 강동자전거공원 강동자전거산책길 관광지 광나루한강공원
카카오프렌즈 홍대 플래그십 스토어,일상의 즐거움을 주는 라이프스타일 브랜드 라이프스타일 쇼핑 카카오프렌즈 플래그십스토어
홍대,트렌드를 이끌어 가는 젊은이들의 놀이터 17_18한국관광100선 19_20한국관광100선 21_22한국관광100선 23_24한국관광100선
서울 동대문 닭한마리 골목,DIY 소스와 함께 더욱 맛있는 닭한마리 골목 2024_여행가는달과함께하는_발도장여행지 관광지 닭한마리 동대문닭한마리
한성아트홀,"콘서트, 뮤지컬, 아동극 등 다양한 공연을 볼 수 있는 복합 무대공간 대학로뮤지컬공연장 대학로아동극공연장 대학로연극 대학로한성아트홀"
이태원 관광특구,외국 문화의 집결지 이태원 관광특구 19_20한국관광100선 관광지 관광특구 다문화 데이트장소추천 도심여행
이원등 상사상,이원등 상사의 전우애와 희생정신을 기리는 동상 가족과함께 관광지 노들섬 노들섬동상 동상 서울가볼만한곳 아이와함께
장충동 족발 골목,장충동 족발의 역사가 시작된 곳 골목시장 관광지 남녀노소 먹자골목 서울맛집투어 술안주 숨은맛집
서울특별시교육청 어린이도서관,어린이와 지역주민의 문화공유 공간 가족과함께 남녀노소 독서공간 독서교육 독서여행 문화시설 사직동도서관
아르코미술관,한국 문화와 예술 생산의 심장부 가족여행 나들이 데이트코스 도심여행 문화시설 미술관 아르코미술관
관악문화원,관악구민의 다양한 문화활동을 위한 문화원 관악구문화강좌 관악구문화학교 관악문화원 문화강좌 문화시설 문화원
서울 영휘원(순헌황귀비)과 숭인원(이진),조선의 아픈 역사를 함께한 엄귀비와 원손의 묘 가족여행 관광지 교과서속여행 사적 사찰 산사 서울릉 서울영휘원과숭인원
커먼그라운드,한국 최초의 팝업(pop-up) 컨테이너 쇼핑몰 디자이너샵 마켓 쇼핑 주말마켓 컨데이너쇼핑몰 편집샵 푸드트럭
선유도공원,한강의 아름다움을 품은 물의 정원 관광지 도심산책 산책길 산책로 휴식공간 휴식여행 휴식하기 휴식하기좋은곳
롯데몰 김포공항점스카이파크,김포공항과 연결된 자연친화적 문화휴식 공간 관광지 김포공항 김포문화시설 롯데몰 서울공원 서울문화시설 아이와가볼만한곳
용산역사박물관,용산철도병원에서 다시 태어난 지역사 역사박물관 문화시설 서울용산역사박물관 용산지역사박물관 용산철도병원
우림시장,좋은 먹거리가 가득한 우림시장 쇼핑 우림골목시장 우림시장 우림전통시장 중랑구 과일 중랑구 먹거리
올림픽공원 들꽃마루,자그마한 언덕 경사로에 조성된 대규모 야생화 단지 관광지 들꽃마루 서울가볼만한곳 서울사진찍기좋은곳 서울산책공원 올림픽공원
보라매공원,편안하게 산책하여 즐길 수 있는 공간 관광지 대전공원 대전데이트코스 대전보라매공원 대전산책 대전여행
세븐럭카지노(강남코엑스점),동양적인 분위기와 최첨단 설비를 갖춘 한국형 카지노 강남구 강남세븐럭카지노 강남여행 레포츠 세븐럭카지노 외국인카지노
비우당,조선시대 실학자 이수광이 기거하던 초가집 관광지 비우당 서울명소 서울비우당 서울여행 역사여행 이수광
산악문화체험센터,자연과 문화를 결합한 복합융합 공간 관광지 서울 서울암벽장 서울클라이밍장 일일체험 클라이밍장
망원유수지체육공원,마포구민들의 건강을 책임지는 체육공원 관광지 마포구게이트볼 마포구농구장 마포구인라인 마포구족구장 마포구체육공원
효령대군 이보 묘역,효령대군과 그의 부인 해주 정씨의 묘역 관광지 서초효령대군묘 역사 역사공부 역사관광지 역사를품은곳 역사문화재
세빛섬,한강을 아름답게 밝혀주는 세개의 빛나는 섬 2024_여행가는달과함께하는_발도장여행지 가족과함께 걷기길 경치좋은곳
반포한강공원 달빛광장,야경이 아름다운 달빛광장 관광지 교량분수 달빛광장 달빛무지개분소 로맨틱장소 물따라밤밤곡곡
반포한강공원,세계에서 가장 긴 교량분수가 있는 공원 25_26한국관광100선 가족과_함께 걷기길 관광지 나들이 도심여행
반포대교 달빛무지개분수,아름다운 음악과 환상적인 야경이 어우러지는 공간 2024_여행가는달과함께하는_발도장여행지 감성사진 경치좋은곳 관광지
반포 서래섬,서래섬에서 즐기는 나들이 관광지 남녀노소 도심산책 산책로 산책코스 산책하기좋은곳 자연
잠원한강공원,빌딩 숲 사이 휴식과 레포츠의 공간 25_26한국관광100선 가족과_함께 가족여행 관광지 나들이 산책길
서초문화예술공원,울창한 숲을 이루고 있는 공원 관광지 메타세쿼이아길 산책하기좋은 서울데이트장소 예술공원 조각작품
율현공원,도심 속 쉬어가는 공간 강남호수공원 관광지 근린공원 녹지공원 서울공원 세곡지구공원 율현공원
모두예술극장,국내 첫 장애 예술 표준 공연장 공연장 구세군빌딩 모두예술극장 문화시설 서대문구세군아트홀 서울공연장
뮤직컴플렉스 서울,"인사동에 뜬 붉은노을, 아날로그 감성과 힙한 감성이 공존하는 곳 LP카페 가볼래터 뮤직카페 뮤직컴플렉스서울 여행구독 음식 음악카페"
반공 청년운동 순국 열사 기념비,순국한 애국열사들의 호국정신 계승을 위해 건립한 비 관광지 남산봉수대 남산팔각정 반공청년운동순국열사기념비 수도권 애국열사기념비
K현대미술관,편견을 깨는 새로운 문화 공간 KMCA K현대미술관 문화시설 실험적전시공간 압구정갤러리 압구정미술관
OPCI,실감미디어 기반의 몰입형 전시 공간 OPCI 데이트코스 문화시설 서울가볼만한곳 이색전시 전시 체험형전시
SJ쿤스트할레,세계의 트렌드 세터들의 이목을 끄는 문화 예술 혁신의 공간 SJ쿤스트할레 문화공간 남녀노소 도심여행 문화시설 복합문화공간
청량사(서울),만해 한용운이 머물렀던 도심 속 비구니 사찰 관광지 도심속 불교 불교문화 사찰 사찰여행 역사 전통사찰 종교
경인미술관,경인 이금홍 선생이 설립한 미술관 경인미술관 데이트코스 문화시설 미술관 미술관데이트 수도권 아이와함께
경찰혼,영등포 경찰서 출신 경찰들의 희생을 기리다 경찰 경찰서 경찰혼 관광지 사계절 수도권 아이와함께 역사를품은곳
쌈지길,전통과 현대문화가 어우러진 곳 관광지 남녀노소 데이트장소추천 복합문화공간 쇼핑거리 수도권 쌈지길
오동근린공원 유아숲체험장,아이들이 언제나 숲과 자연을 체험할 수 있는 곳 관광지 생태체험 서울가볼만한곳 서울여행 서울유아숲체험장 숲체험
골든블루마리나,금빛 도시 속 파란 한강으로의 여행 골든블루마리나 레포츠 세빛섬 요트체험
공근혜갤러리,다양한 현대미술 작품을 감상할 수 있는 갤러리 공근혜갤러리 문화시설 사진갤러리 삼청동갤러리 아트갤러리
아모레퍼시픽미술관,아모레퍼시픽 본사에서 만나볼 수 있는 현대미술전시 APMA 가볼래터 갤러리 기업미술관 문화시설 서울미술관 아모레퍼시픽
공평아트,다양한 형식과 장르의 예술을 만나다 공평갤러리 공평아트 도심여행 문화시설 문화예술 미술관 복합문화공간
광장시장 한복매장,한국 전통의 미와 품격을 담은 한복을 만날 수 있는 곳 광장시장 광장시장한복매장 서울한복매장 쇼핑 수도권 한복매장
안녕인사동,"다양한 먹거리, 즐길거리, 볼거리가 가득한 복합문화공간 가족과함께 관광지 문화공간 연인과함께 열린문화공간 이색체험 휴식공간"
숙명여자대학교 박물관,전통과 현대를 아우르는 문화를 소개하는 박물관 문화시설 박물관 서울가볼만한곳 수도권 숙명여자대학교 실내여행지
안중근의사 동상,안중근의사의 숭고한 애국정신을 기리는 동상 관광지 사계절 서울가볼만한곳 수도권 아이와함께 안중근의사기념관
순국선열추념탑,순국선열을 추념하기 위해 만들어진 탑 관광지 서대문구 서대문독립공원 서울가볼만한곳 수도권 순국선열 친구와함께
국립고궁박물관,"조선왕실 500년, 그 삶과 마주하다 국립고궁박물관 나들이 문화시설 박물관 실내여행지 아이와함께 전시관"
국립공원 산악박물관,공공기관 최초의 산악박물관 국립공원 도봉산 문화시설 산악박물관 아이와 함께 힐링
해병대 104고지 전적비,전사한 해병대 장병들을 추모하는 전적비 104고지 관광지 기념탑 서대문구 서울가볼만한곳 역사 역사공부
여의도한강공원,볼거리와 즐길거리가 풍부한 휴식공간 2019년4월_Tmap추천_여행예보 2024_여행가는달과함께하는_발도장여행지
국제자수원 3호점,한국적 전통 문양을 자수에 접목시킨 공예품 가족여행 국제자수원 기념품판매 나들이 나홀로여행 데이트코스 쇼핑
연의근린공원,서울 도심 속 자연공간 관광지 산책하기좋은곳 생태체험 생태탐방 아이와함께 이색체험 자연체험
길음시장,새로운 바람이 부는 전통시장 길음순대마을 길음시장 길음전통시장 쇼핑 재래시장 전통시장
영풍문고 종로점,서점다운 서점 문화공간 삼성모바일샵 서점 쇼핑 영풍문고 영풍문고종로 월간_사진_제보_이벤트
응봉산 암벽등반공원,채석장 비탈면에 만든 인공암벽이 있는 공원 공원 레포츠 서울가볼만한곳 성동구 암벽등반 응봉산 인공암벽 자연풍경
은평문화원,모두가 쉽게 접하고 즐길 수 있는 문화의 장 교육프로그램 남녀노소 문화공간 문화시설 복합문화공간 열린문화공간
용산문화원,다양한 문화사업에 힘쓰는 문화예술 전문기관 문화사업 문화시설 수도권 용산구문화원 용산문화원 용산문화학교 용산문화행사
마포문화원,마포구민의 새로운 문화를 만들어 나가는 곳 공덕동자치회관 공덕역문화센터 공덕역문화원 마포문화센터 문화시설
창덕궁 낙선재,조선왕가의 실제 침전으로 사용된 건물 가족여행 고궁 관광지 교과서속여행 낙선재 사계절 수도권 아이와함께
난지한강공원,캠핑과 바비큐를 즐길 수 있는 도심 속 휴식 공간 25_26한국관광100선 가족과_함께 관광지 나들이 난지물놀이장 난지캠핑장
대한성공회 서울주교좌성당,로마네스크 양식에 한국 전통 건축 기법을 사용한 성당 가족여행 감사성찬례 관광지 대한성공회서울주교좌성당 로마네스크양식건축
덕수궁 대한문,덕수궁의 정문인 대한문 19_20한국관광100선 가족여행 고궁 관광지 교과서속여행 덕수궁대한문
서울시립미술관 서소문본관,시대와 미술의 변화에 부응하는 고궁을 품은 미술관 21_22한국관광100선 덕수궁돌담길 데이트코스 문화시설 미세먼지_피하는_실내여행
도봉산,서울시민들의 사랑을 받는 산세가 아름다운 산 가족여행 관광지 당일치기여행 도봉산역 등산 등산로 사계절 서울근교여행
성수동 카페거리,볼거리와 먹거리가 가득한 핫 플레이스 25_26한국관광100선 공장형카페 관광지 서울카페거리 성수동핫플레이스
평화잔디광장,드넓은 들판에서 휴식을 취할 수 있는 곳 관광지 서울가볼만한곳 자연풍경 잔디광장 평화의공원 평화잔디광장
동산방화랑,다양한 시대 작가들의 작품을 만나볼 수 있는 곳 나들이 데이트코스 동산방화랑 문화시설 미술관 미술관데이트 수도권
정릉시장,전통과 현대가 조화를 이루는 시장 벽화시장 성북구전통시장 쇼핑 재래시장 전통시장 정릉시장 정릉재래시장
둔촌역전통시장,사람 냄새 물씬 나는 둔촌역전통시장 강동구먹거리 강동구재래시장 둔촌역먹거리 둔촌역전통시장 쇼핑 재래시장
유관순열사상,민족을 위해 꽃같은 나이에 희생한 유관순 열사 관광지 대한독립만세 류관순열사 사계절 수도권 순국처녀류관순 아이와함께
밤나무골시장,이색적인 반지하형 시장 밤나무골시장 성북구재래시장 성북구전통시장 쇼핑 재래시장 전통시장
서울특별시교육청 용산도서관,찾는 기쁨과 읽는 행복이 함께하는 도서관 도서관 독서교육 문화시설 아이와 함께 용산
이봉창 의사 동상,이봉창의사의 애국 정신을 기리는 동상 관광지 사계절 서울가볼만한곳 수도권 아이와함께 역사관광지 용산의열사
순명비 유강원 석물,옛 유강원 터에 남겨진 조선 왕실의 석조각 관광지 역사 역사관광지 역사문화재 역사유적 역사탐험
남강이승훈선생동상,민족의 교육자이자 계몽가 이승훈 선생의 동상 관광지 국가보훈처 서울어린이대공원 아이와함께 역사공부 역사관광
고당조만식선생동상,조만식 선생의 업적을 기리기 위하여 건립된 동상 고당조만식 공원내동상 관광지 독립 독립운동 독립운동가 독립운동가동상
이화여자대학교 박물관,한국의 문화유산을 만날 수 있는 곳 무료관람 문화시설 박물관 사계절 수도권 실내여행지 아이와함께
백마고지 3용사의 상,백마고지 전투에서 승리로 이끈 이들 관광지 광진구충혼비 서울어린이대공원 수도권 역사 역사공부 역사관광지
암사동 선사유적박물관,생생한 선사시대의 현장 교과서속여행 나들이 문화시설 박물관 아이와함께 암사동선사주거지원시전시관
명동난타극장,소리와 몸짓만으로 울림을 주는 공연 가족여행 공연장 기획공연 남녀노소 명동난타극장 문화시설 문화예술
장충단공원,항일운동과 관련된 애국충정이 깃든 민족공원 가족여행 걷기여행 관광지 나들이 당일치기여행 사계절 서울근교여행
망원시장,다양한 즐거움이 있는 매력적인 전통시장 2024_여행가는달과함께하는_발도장여행지 가족과함께 나들이 나홀로여행
마포농수산물시장,볼거리 먹을거리가 가득한 전통시장 가족과함께 농수산물시장 다양한볼거리 마포구전통시장 마포회센터 서울가볼만한곳
달맞이근린공원,화려한 도심을 한눈에 조망할 수 있는 공원 관광지 근린공원 데이트명소 서울가볼만한곳 서울야경명소 야경맛집
전통주갤러리,전통주의 가치를 느낄 수 있는 공간 관광지 서울 서울여행코스 서울종로구 우리의전통주 전시 전통주
서울시립문래청소년센터,청소년과 함께 걸어가는 문래청소년센터 레포츠 복합문화시설 액티비티 영등포구 청소년수련원
문화비축기지,반려동물과 함께 거닐어보는 친환경과 재생의 아이콘 관광지 뉴트로_감성여행 마포문화비축기지 문화비축기지 문화콘텐츠
문화철도959,신도림 역사 내에 위치한 복합문화공간 관광지 문화공간 문화예술 복합문화공간 종합예술 휴식공간 휴식하기
문화역 서울 284,"과거, 현재, 미래가 공존하는 복합문화예술공간 공간투어 관광지 구서울역사 근대문화유산 근대산업유산 문화역서울284"
존비코올터장군상,"한국전쟁의 영웅, 존 비 코올터 장군 관광지 사계절 서울어린이대공원 수도권 아이와함께 아차산역 어린이대공원후문"
종이나라박물관,한국적 미감의 아름다움 나들이 단체관람 도심여행 문화시설 박물관 실내여행지 아이와함께
숭례문,현존하는 한국 성문 중 가장 규모가 큰 국보 숭례문 2024_여행가는달과함께하는_발도장여행지 관광지 교과서속여행 국보
다시서점,지역 사회와 독자들에게 다양한 도서를 제공하는 독립서점 강서구 강서구가볼만한곳 독립서점 문화시설 서울 서울가볼만한곳 서울여행코스
뚝도청춘시장,전통시장의 색다른 재미를 느낄 수 있는 곳 가족과함께 다양한볼거리 뚝도청춘시장 서울가볼만한곳 쇼핑 시장 재래시장
청와대 사랑채,청와대 권역 및 한국 전역관광을 여행도서관 컨셉으로 전시한 문화공간 가족여행 도심여행 문화시설 사계절 사랑채 실내여행지 아이와함께
청하고려인삼[한국관광 품질인증/Korea Quality],다양한 언어 서비스가 가능한 고려 인삼 전문점 서울여행 쇼핑 품질인증업소_서울 품질인증업소_전체보기 한국관광품질인증
아차산성,평강공주의 슬픈 사랑 노래가 서려있는 백제의 성 가족여행 관광지 광장성 교과서속여행 당일치기여행 등산 등산로
춘원당한의약박물관,한의학의 근·현대 역사를 되짚어보다 가족여행 건강여행 도심여행 문화시설 박물관 약초생활건강 이색체험
정동1928 아트센터,다양한 문화예술의 꽃을 피우는 공간 결혼식장소 대관장소 문화시설 복합문화공간 아트센터 웨딩장소 정동1928
주한 프랑스 대사관 어학센터,프랑스의 언어와 문화를 배우는 곳 교과서속여행 도서관 문화시설 문화행사 사계절 수도권 실내여행지
보신각 터,새해를 맞이하는 타종식을 함께 즐기는 곳 가족여행 관광지 교과서속여행 당일치기여행 보신각 보신각터 서울근교여행
사가정공원,조선 전기의 문인인 서거정 선생의 정취를 느낄 수 있는 공원 걷기길 관광지 나들이 사가정공원 산책길 산책하기 산책하기좋은곳
금천구립가산도서관,풍부한 지적 유산이 오고 가는 모두의 지식 창고 금천구도서관 금천구립가산도서관 도서관 독서여행 독서행사 문화시설
국립민속박물관&국립민속박물관 어린이박물관,국내 유일의 민속생활사 관련 국립박물관 2022_추석_당일치기_여행 가족과함께 관광지 광화문박물관 교육여행
손기정기념관,위대한 마라톤 지도자 손기정 교과서속여행 근대문화유산 기념관 문화시설 사계절 손기정기념관 수도권
솔밭근린공원,서울 도심 속 유일한 평지형 자연 소나무림 강북 강북휴식공간 공원 관광지 근린공원 솔밭근린공원
소마미술관,자연과 소통하는 도심 속의 예술 쉼터 가족여행 문화시설 미술관 사계절 수도권 예술 이색체험 체험학습
세종충무공이야기,도심 속 세종과 이순신의 역사를 체험할 수 있는 공간 광화문전시 광화문체험관 교과서속여행 도심여행 문화시설 미세먼지_피하는_실내여행
일자산근린공원,강동구 둔촌동에 위치한 도심 속 산지형 힐링공원 걷기길 관광지 둔굴 생태체험 서울공원 수도권 연중무휴 일자산자연공원
성동구립매봉산숲속도서관,편안한 시간을 보낼 수 있는 독서와 여가의 공간 독서회 문화시설 문화행사 서울가볼만한곳 서울도서관 성동구립숲속도서관
이종석별장,조선시대 거상의 여름별장 관광지 서울가볼만한곳 서울명소 서울문화재 성북동이종석별장 이종석별장
풋볼 팬타지움,대한민국 축구가 팬들과 만나는 공간 VR체험 마포구 문화시설 박물관 복합레저스포츠 서울가볼만한곳 실내놀이터
하마씨어터,"대학로 연극과 뮤지컬의 중심, 하마씨어터 공연장 극장 대학로 대학로공연 문화시설"
한내지혜의숲도서관,노원구 시민들의 소통 중심지 노원구 노원구가볼만한곳 도서관 문화시설 서울 숲도서관
홍대 벽화거리,자유로운 감성과 젊음이 느껴지는 벽화거리 관광지 사진찍기좋은곳 사진촬영 사진촬영명소 서울데이트장소 연인과함께
서울특별시교육청 정독도서관,벚꽃이 아름다워 봄 데이트 장소로 유명한 도서관 광화문도서관 나홀로여행 데이트장소 도서관 도심여행 문화시설 벚꽃명소
서울우리소리박물관,국내 첫 민요 전문 박물관 가족과함께 교육여행 문화시설 서울우리소리박물관 아이와함께 이색체험
서울성북 미디어문화마루,미디어 거점 공간으로 설립한 복합문화시설 길음동문화복합미디어센터 문화시설 미디어체험 서울마을미디어지원센터
서울백제어린이박물관,어린이 눈높이에 맞춘 체험을 통해 역사를 학습하는 곳 도심여행 몽촌박물관 몽촌토성 무료관람 문화시설 박물관 백제역사
서울도심등산관광센터(북악산),등산 관광 안내에 대한 서비스를 제공하는 곳 관광안내소 관광지 등산관광 북악산 서울도심등산관광 서울도심등산관광센터
서울도시건축전시관,"서울의 어제를 조명, 오늘을 기록하며 미래를 만들어가는 공간 관광지 도시건축전시관 중구"
서울 효창공원,애국선열들의 영혼이 잠든 공원 관광지 서울공원 서울효창공원 수도권 역사공부 역사를품은곳 역사속
서울 중앙시장,서울의 3대 시장으로 꼽혔던 전통시장 서울3대시장 서울중앙시장 쇼핑 아이와함께 예술가 이색체험 재래시장
서울 운현궁,조선 말기 역사적 사건을 함께한 왕실 문화의 전당 관광지 서울운현궁 수도권 아이와함께 역사 역사공부 역사관광지
서울 구 러시아공사관,"대한제국의 길을 따라 - 고종의 길, 구 러시아공사관 관광지 근대문화유산 도심여행 아이와함께 역사 역사공부 역사관광"
연화사(서울),연산군이 생모 윤씨의 명복을 빌기 위채 지은 사찰 관광지 동대문사찰 불교 불교문화 사찰 사찰여행 역사 자연속으로
허준박물관,한국 최초 한의학 박물관 교과서속여행 구암허준 도심여행 문화시설 박물관 아이와함께 전시
홍대난타극장,한국의 전통 가락을 소재로 한 난타 공연장 가족여행 도심여행 문화시설 문화행사 사계절 수도권 실내여행지
화랑대 철도공원,시민들의 휴식처 공원으로 탈바꿈한 화랑대역 2024_여행가는달과함께하는_발도장여행지 경춘선숲길 관광지 데이트명소
황금내근린공원,한적하게 산책하기 좋은 도심 속 공원 강서구공원 관광지 근린공원 인조잔디족구장 황금내근린공원
황학정,전통문화유산을 소중히 생각하는 국궁 일번지 관광지 서울여행 역사 역사관광지 역사관광지 역사를품은곳 역사문화관광
봉원사(서울),오랜 역사와 전통을 지닌 전통사찰 관광지 불교 사찰 서울가볼만한곳 서울여행 역사 역사관광지 자연환경
월드컵공원 유아숲체험원,난지천공원에 펼쳐진 유아숲 체험 놀이터 관광지 난지공원 난지놀이터 맹꽁이열차 모래놀이터 유아숲놀이터 유아숲체험원
엔터식스 왕십리역점,쇼핑의 패러다임을 바꾸는 상상력의 힘 성동구쇼핑 쇼핑 쇼핑센터 유럽풍 테마파크형쇼핑몰
삼룡사,도심 속에 자리 잡은 아름다운 사찰 관광지 도심속사찰 삼룡사 용마산사찰 중랑구사찰 천태종
용왕정,서울 8경으로 뽑힌 명소 걷기 경치좋은곳 관광지 근린공원 산책코스 산책하기좋은곳 서울8경
파리공원,작은 파리에 속에서의 휴식 걷기길 관광지 나들이 서울도심여행 아이와함께 연인과함께 자연
금빛공원,건강증진을 위한 조깅코스가 있는 공원 공원휘트니스센터 관광지 근린공원 금빛공원 금천구야외공연장 시흥근린공원
돈암동아리랑고개,정릉고개에서 영화의 거리로 변모한 아리랑고개 관광지 나운규공원 서울명소 아리랑씨네센터 아리랑영화의거리 영화아리랑
플레이스콤마,자연을 학습할 수 있는 도심 속 농장 관광지 도시농장 서울농장 서울캠핑장 자연체험 체험농장 캠핑장
서울식물원 호수공원,서울식물원과 어우러진 도심 속 자연 체험형 생태공원 관광지 마곡식물원 산책하기좋은곳 생태교육장 서울식물원 서울식물원호수공원
창경궁대온실,창경궁 안에 있는 한국 최초 서양식 온실 관광지 서울가볼만한곳 서울명소 서울문화재 식물원 창경궁 창경궁식물원
우장산공원,스마트 근린공원으로 탈바꿈한 우장산에 자리한 공원 관광지 둘레길 산책하기좋은곳 서울가볼만한곳 서울공원 스마트근린공원
청와대칠궁,왕비가 되지 못한 일곱 후궁을 모신 사당 관광지 북악산 영조 청와대 청와대관람 청와대칠궁
