place,태그
남산공원(고성),남해 바다를 내려다보며 힐링할 수 있는 산정공원 가족여행 경상권 경치좋은곳 고성공원 고성남산 관광지 남산 남산공원
산청 단속사지 동 삼층석탑,보물로 지정된 통일신라시대의 화강석재 석탑 관광지 산청관광지 산청유적지 역사 역사공부 역사관광 역사관광지
생초국제조각공원,고대와 현대가 조화를 이루고 있는 생초국제조각공원 가족과함께 경상권 경치좋은곳 관광지 문화예술 산책하기좋은곳 생초국제조각공원
칠탄서원,손기양의 학문과 덕행을 기리기 위한 서원 가족여행 경상권 경상남도문화재자료 관광지 밀양사당 밀양시서원 손기양봉안
대동생태체육공원,체력단련도 하고 계절꽃도 즐길 수 있는 생태공원 관광지 김해꽃명소 김해꽃축제 김해대동생태공원 낙동강생태공원 대동꽃축제
가야의 거리,금관가야의 발상지를 기념하기 위해 조성된 거리 관광지 금관가야 금관가야거리 대가야 대가야국 문화관광해설사 산책길
수릉원,가야 수로왕과 허황후를 기념하는 공원 관광지 김해수릉원 단아한숲 산책길 산책하기 산책하기좋은곳 역사공부
서출동류 물길 트레킹길,자연과 하나 되는 명품 트레킹코스 거창 거창트레킹 레포츠 물길트레킹 트레킹
김해 예안리 고분군,가야시대 생활상을 알 수 있는 예안리 고분 가야고분 경상권 관광지 김해가야고분군 사적 역사 역사공부 역사관광지
우곡저수지,걷기 좋은 누리길이 조성된 저수지 관광지 김해가볼만한곳 김해관광 김해와창원경계 사천저수지 우곡저수지
용전숲,마을을 지키는 수호이 있는 성스러운 숲 관광지 김해여행 용전마을 당산숲 용전숲 용지봉 운당도예 진례용전야영장
회원서원,관해정(觀海亭)과 오래된 은행나무가 있는 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
증산서원,임진왜란 의병 서응시 선생을 배향하는 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사속 역사속으로
도봉서원(창원),임진왜란 때 공을 세운 김명윤 선생을 모시는 사당 경상권 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재
미양서원,서강 김계금 일고 책판을 보관하고 있는 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
대각서원,선현배향과 지방교육의 일익을 담당하던 서원 경상권 관광지 서원 역사 역사관광지 역사를품은곳 역사속 역사속으로
기양서원,정원과 연못이 있는 서원 경상권 관광지 교과서속여행 기양서원 서원 역사 역사공부 역사관광지
구암서원(창원),조선 전기의 학자 정이오 선생을 배향한 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사속 역사속으로
창원향교,조선시대에 국가가 세운 지방교육기관 경상권 관광지 역사공부 역사관광지 역사를품은곳 역사속 역사속으로
수리공원,김해시민들의 여가와 문화가 공존하는 도심 속 생활 공원 관광지 김해공원 김해수리공원 도심공원 생태공원 수리공원 쉼터
3·15 아트센터,다양한 공연과 전시가 이루어지는 복합문화공간 경상권 데이트코스 문화공간 문화시설 문화예술활동 문화행사 사계절
함안도서관,지역 교육과 문화생활의 중심 도서관 경상권 도서관 문화시설 사계절 실내여행지 아이와함께 체험학습
사충단,충신의 공을 기리기 위해 세운 묘단 가족여행 경상권 경상남도기념물 관광지 사충단 역사 역사공부 역사관광지
거제 계도어촌체험마을,다양한 어촌 생활을 경험하고 체험할 수 있는 곳 가족체험 거제아이와가볼만한곳 거제어촌체험 거제체험마을 계도어촌체험마을
맥전포항,한적한 어촌의 풍경을 담고 있는 항구 고성가볼만한곳 고성맥전포항 고성바다산책 고성산책 고성여행 관광지
상족암군립공원,세계 3대 공룡발자국 화석지 가볼래터 가족여행 공룡 공룡발자국 관광지 바다풍경 상족암군립공원
서산서원(함안),생육신의 충절을 기억하는 서원 경상권 관광지 서산서원 역사 역사공부 역사관광지 역사를품은곳
도산서원(고성),조선시대 사립교육기관인 서원 고성사립교육기관 고성서원 관광지 사액서원 숭의사 역사 역사공부
해지개다리,야경을 즐기며 걷기 좋은 고성의 명소 경남야경명소 경남여행 고성가볼만한곳 고성여행 관광지 남산오토캠핑장
CECO 창원컨벤션센터,글로벌 전시 컨벤션센터로 자리매김한 CECO 가족과함께 경상권 문화시설 복합문화공간 아이와함께 열린문화공간
동해면 작은 구학포 공룡 화석지,대표적인 공룡 발자국 화석지 공룡 관광지 역사 역사관광지 역사유적 화석
창원문화원,지역문화를 계승 발전시키는 곳 문화공간 남녀노소 문화강좌 문화시설 열린문화공간 창원관광 창원여행
진해문화원,지역문화를 계승 발전시키는 곳 문화강좌 문화교실 문화시설 열린문화공간 진해관광 진해문화원 진해여행
용암포항·풍양카페리 터미널,사량도를 오가는 배가 정박하는 풍양카페리터미널 경남여행 고성여행 관광지 사량도 여객선 여객선터미널 용암포항
경남대학교 박물관,경상도 지역의 향토 유물을 살펴보다 경남대학교박물관 경상권 무료관람 문화시설 박물관 실내여행지 아이와함께
합천 반야사지 원경왕사비,원경왕사를 기리는 고려 중기의 비석 경상권 고려시대비석 관광지 반야사지원경왕사비 보물 역사 역사공부
진주 음악분수대,남강의 수려한 경관과 조화를 이루는 음악 분수 가족과함께 경치좋은곳 관광지 데이트장소 분수대 야경명소 야경좋은곳
상리연꽃공원,연꽃과 수련이 아름답게 피는 공원 SNS감성사진 감성사진 관광지 사진찍기좋은곳 사진촬영명소 산책하기
함안향교,조선시대에 국가에서 세운 지방교육기관 경상권 경상남도유형문화재 관광지 역사 역사공부 역사관광지 역사를품은곳
장춘사(함안),함안9경에 속하는 무릉산 고즈넉한 사찰 관광지 사찰 사찰여행 역사 함안9경 함안여행
무산사,조선 중기의 유학자 주세붕을 배향하는 서원 경상권 경상남도문화유산 관광지 무산사 문화유산 역사 역사공부
청학동 명륜학당,전통서당의 맥을 이어오고 있는 예절교육의 장 관광지 교육 교육여행 교육프로그램 문화교육 아이와함께 예절학교
서원곡유원지,무학산 골짜기에 자리 잡고 있는 유원지 가족과함께 계곡물 관광지 관해정 무학산 무학산유원지 유원지 은행나무
사량도,아름다운 풍경과 낭만이 가득한 섬 2021_휴가철찾아가고싶은_33섬 2022찾아가고싶은섬 2022찾아가고싶은섬_여름섬
청학동예절학교 청림서당,선비문화를 체험할 수 있는 예절학교 관광지 교육여행 교육프로그램 문화공간 열린문화공간 예절학교 자연마을
달천계곡(창원),수려한 경관과 진달래꽃이 아름다운 계곡 경상권 관광지 여름방학가볼만한곳 여름피서지 역사 자연 자연속으로
앵강다숲마을,청정 자연에서 휴식하며 체험을 즐길 수 있는 마을 갯벌체험 관광단지 관광지 농어촌체험마을 앵강만 야생화관광단지 연꽃
하비주커피,커피에 대한 모든 것을 알 수 있는 체험장 관광지 아라비카커피농장 커피나무 커피농장 커피체험 커피체험마을
별천계곡,맑은 물과 숲이 있는 청정 휴양 계곡 관광지 물놀이장 별천지 산림욕 주주골 청정휴양지 피서지
솔섬,아름다운 경관을 자랑하는 해상정원 관광지 산책로 야외체험활동 청소년야영장 트레킹 하동미라클 해상정원
남지철교,유채꽃과 철교가 어울려 멋진 풍광을 연출하는 곳 관광지 국도5호선 낙동강둔치 역사의현장 유채꽃 인도교 창녕교량
용호정원,연못의 연꽃과 아름다운 경치가 자아내는 한국 전통정원의 자태 관광지 박헌경 용호지 진주가볼만한곳 진주관광 진주숨은명소 진주여행
리조 세계재봉틀박물관,재봉틀의 다양한 역사를 알 수 있는 박물관 리조세계재봉틀박물관 문화시설 박물관 진주관광 진주관광명소 진주박물관
밀양시국궁장,전통 무예인 국궁 체험으로 심신을 단련해 보자 국궁체험 레포츠 밀양국궁 밀양국궁장 밀양국궁체험 밀양영남정 밀양활쏘기체험
블랙이글패러글라이딩,남해의 창공을 가르는 패러글라이딩 남해패러글라이딩 레포츠 블랙이글 블랙이글글라이딩 패러글라이딩
달무리수변공원,낙동강변에 조성된 매화 군락지 관광지 김해매화공원 김해수변공원 김해힐링명소 매화공원 수변공원
대동승마랜드,말과 사람이 함께하는 힐링 승마 경남양떼목장 김해말타기 김해승마장 대동양떼목장 레포츠 부산승마장
대봉스카이랜드 모노레일 앤 짚라인,전국 최장 길이의 모노레일과 집라인 대봉산관광단지 대봉산산림욕장 대봉산휴양밸리 레포츠 짚라인 함양관광
쇠목재,"봄에는 벚꽃, 가을에는 단풍이 아름다운 고갯마루 고갯마루 관광지 사진촬영장소 색소폰도로 의령고개 자굴산 한우산"
의령벽계관광지,한우산 계곡의 맑은 물이 흐르는 자연관광지 관광지 벽계야영장 의령관광지 의령벽계 의령야영장 의령자연관광지
물건해수욕장,방조어부림이 아름다운 해수욕장 관광지 독일마을 몽돌해수욕장 물건항 방조어부림 어부림 요트학교
남해금천갯벌체험장,청정한 바다 남해에서 즐기는 갯벌 체험 갯벌체험 갯벌체험도구 갯벌체험장 관광지 어촌마을 조개잡이
서지관광농원,대형 수영장이 구비된 휴양 시설 농원 대형수영장 레포츠 반천리계곡 산청숙박 수영장 지리산농원
곰내미체험마을,농촌생활을 경험할 수 있는 농촌체험마을 관광지 귀농귀촌 농촌체험 농촌체험휴양마을 웅양포도 지역농특산물
지리산생태체험단지,
함양 군자정,조선 전기의 학자 일두 정여창이 머물던 곳 관광지 군자정 문화유산 역사 역사관광지 자연풍경 함양가볼만한곳
거제 윤돌섬,신비로운 바닷길이 열리는 효자섬 관광지 구조라해수욕장 망치리해변 신비스런바닷길 윤돌도 윤돌섬 윤씨삼형제
쌍벽루아트홀,엄정행뮤지엄이 있는 종합공연장 문화시설 양산문화예술회관 양산쌍벽루아트홀 양산아트홀 양산종합공연장
함양 화림동 거연정 일원,화림동 계곡에 있는 아름다운 정자 거연정일원 관광지 역사 역사관광지 역사유적지 함양가볼만한곳 혼자가도좋은
함양 동호정,크고 화려한 화림동 계곡의 정자 경상권 관광지 역사 역사관광지 역사유적지 정자 함양가볼만한곳
배안타는 볼락 밤낚시 체험,
회남재 숲길,숲속 걷기 동호인으로부터 사랑받는 트레킹 코스 걷기대회 레포츠 소통의길 숲길걷기 자연속으로 자연여행 자연좋은곳
창원역사민속관,창원시의 역사가 살아 숨 쉬는 공간 경상권 문화시설 문화행사 민속문화 전시관 전통&역사문화체험 창원관광
창렬사,삼학사라고 불리는 조선 충신의 위패를 모시고 있는 사당 관광지 기념물 부여삼학사 부여조선충신 역사 역사공부 역사관광지
중동서원,조선 이알평을 추모하기 위해 창건한 서원 경상권 관광지 서원 서원철폐령 역사 역사공부 역사관광지 역사를품은곳
운암서원(창원),우곡 박신윤 선생을 모시는 사당 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
옥산서원,자연과 역사를 동시에 느낄 수 있는 서원 관광지 아이와함께 역사 역사공부 역사관광지 역사를품은곳 역사문화재
국산서원,고성 이씨의 후손들이 건립한 서원 고성군서원 고성이씨 관광지 국일사 방촌이당 서원 역사 역사공부
가호서원,의병장 정문부 장군을 모시는 사당 경상권 관광지 교과서속여행 문화재 서원 역사 역사공부 역사관광지
