place,태그
충주 석보군 묘소,조선 정종의 9남 석보군 이복생의 묘소 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충용사,일제 국권피탈 때 자결한 박세화를 봉안한 사당 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주 미륵대원지 석등,월악산을 바라보며 서 있는 고려시대 석등 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주 미륵대원지 삼층석탑,소박한 분위기의 고려시대 3층 석탑 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화 역사문화재
단양 감골 바람개비마을,청정한 금수산의 자연을 간직한 마을 가족여행 감골바람개비마을 관광지 농촌마을 농촌전통테마마을 농촌체험
충주 오갑사지 석조여래좌상,지금은 민가인 오갑사 절터에서 발견된 불상 관광지 불교 불교사찰 사찰 사찰여행 역사 역사공부 역사관광지
미륵리 불두,미륵리에 있는 고려시대 불상의 머리 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화 역사문화재
충주 미륵대원지 석조보살의좌상,의자에 걸터앉아 사색에 잠겨있는 모습의 석불 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
화양서원 묘정비,"서원의 건립 취지, 제향 인물, 주인을 기록한 비석 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화 역사문화재"
천등산승마클럽,수려한 산 속에서 승마를 즐길 수 있는 곳 레포츠 승마레슨 승마장 승마체험 승마트레킹 이색체험 전망좋은곳
충주 부흥사 방단적석유구,축조 형태가 매우 희귀한 돌탑 관광지 기념물 부흥사방단적석유구 역사 역사관광 역사를품은곳 역사문화
충주 미륵대원지 사각석등,고려시대 석굴사원 미륵대원지 안 석등 관광지 역사 역사공부 역사관광 역사관광지 역사를품은곳 역사문화
충북 제천 수산면 [슬로시티],물과 산을 벗 삼아 시간도 쉬어가는 곳 관광지 슬로시티 역사 역사공부 역사를품은곳 역사속 역사속으로
국계서원,학문과 제사를 위해 설립한 충주의 교육기관 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
"추풍령장 (3, 8일)",날짜의 끝 숫자가 3일이거나 8일인 날에 서는 장 가족여행 기차여행 나들이 나홀로여행 먹거리 쇼핑 시장 시장맛집
미륵사(증평),석조관음보살입상이 있는 대한불교 조계혜능종 소속 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 역사관광지 자연속으로
덕천서원(청주),유희령과 유흥룡의 학문과 덕행을 기리는 서원 관광지 덕천서원 역사 역사공부 역사관광지 역사를품은곳 역사문화재
대한성공회 진천성당,충북 최초의 성공회 한옥성당 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속으로
창룡사(충주),신라 원효대사가 창건한 절로 알려진 전통사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연 자연속으로 자연환경
백련사(제천),"지친 마음을 달랠 수 있는 사찰, 백련사 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경"
용두산 산림욕장,충청북도 최초로 지정된 자연환경 명소 가족여행 관광지 사계절 스포츠센터 아이와함께 여름휴가 용두산산림욕장
노목계곡,구학산을 타고 내려온 물줄기가 흐르는 계곡 가족여행 계곡 관광지 노목계곡 아이와함께 여름방학가볼만한곳 여름여행
제천 교리 방단석조물,고려시대 전기의 탑으로 추정되는 석조물 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
제천 지곡리 고가,과거 생활상을 엿볼 수 있는 전통가옥 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
만수계곡,속리산 천왕봉 남쪽자락의 맑고 깨끗한 계곡 가족여행 계곡 관광지 나들이 데이트코스 만수계곡 보은계곡 보은만수계곡
가경 터미널시장,볼거리와 먹을거리가 풍부한 전통재래시장 가경터미널시장 가족여행 기차여행 나들이 나홀로여행 데이트코스 먹거리
썬밸리컨트리클럽,자연의 따뜻함과 사랑을 만끽할 수 있는 명문 골프 코스 골프 골프클럽 레포츠 월간_사진_제보_이벤트 음성군 쾌적한플레이
"모란장 (1, 6일)",규모는 작지만 알찬 시장 가족과함께 사계절 삼성모란장 쇼핑 아이와함께 재래시장 전통시장
제천 한산사 석조여래입상,인자한 미소를 머금은 조선시대의 불상 관광지 불교 불교문화 역사 역사공부 역사를품은곳 역사문화재 역사속
"청천푸른내시장 / 청천시장 (5일, 10일)",최고의 버섯이 있는 전통시장 가족과함께 가족체험여행 쇼핑 이색체험 재래시장 전통시장 전통시장투어
하강서원,조선 후기 문신 홍이상의 위패를 모시는 곳 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
운곡서원,"경주이씨(慶州李氏)의 사우, 운곡서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속"
태교사,송나라 주자의 영정을 봉안하고 있는 사당 관광지 사당 역사 역사공부 역사관광지 역사를품은곳 역사문화재
충주 장미산성,남한강 물줄기를 한 눈에 내려다 볼 수 있는 곳 관광지 사적 역사 역사공부 역사관광지 역사를품은곳 역사속으로
충주자연생태체험관,충주의 자연생태를 체험할 수 있는 공간 가족여행 가족체험여행 걷기길 관광지 당일치기여행 아이와함께 이색체험
충강공 이상급 신도비,충강공 이상급의 업적을 기리는 비 관광지 역사 역사공부 역사관광지 역사문화재 역사속 역사속으로
충주 원평리 석조여래입상,청룡사 옛 절터에 있는 비석 관광지 역사 역사공부 역사관광 역사관광지 역사를품은곳 역사문화
용담사(충주),산에 둘러싸인 고즈넉한 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
제천 청풍관광마을,청풍호반 근처의 여유와 낭만이 가득한 곳 가족체험 관광마을 관광지 농촌체험 농촌체험여행 농촌체험학습 아이와함께
충주 단호사 철조여래좌상,단호사 대웅전에 있는 철조 불상 관광지 불교 불교문화 불교사찰 사찰 사찰여행 역사 역사문화재
연곡계곡,맑은 물이 흐르고 숲이 우거져 있는 계곡 경치좋은곳 계곡 관광지 등산 여름여행 연곡계곡 자연 자연좋은곳
덕동계곡,"기암과 울창한 숲, 깨끗한 물이 있는 계곡 가족여행 관광지 덕동계곡 드라이브여행 여름방학가볼만한곳 여름여행"
청주종합사격장,사계절 즐기는 최신식 사격 시설 레포츠 사격장 사격체험 이색체험 종합사격장 충청권 클레이사격
충주 탑평리 칠층석탑,통일신라의 기술이 응집되어 있는 석탑 관광지 국보 역사 역사관광 역사관광지 역사를품은곳 역사문화 역사문화재
제천 엽연초생산조합 구사옥,근대화 시기의 과도기적인 건축양식을 보여주는 곳 관광지 문화재 역사 역사공부 역사관광지 역사를품은곳 역사문화재
제천 장락동 칠층모전석탑,우리 역사의 숨결을 느낄 수 있는 곳 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
청주 용두사지 철당간,우리나라에 3개 남은 철당간 중 하나 관광지 문화관광해설사 역사 역사공부 역사관광지 역사를품은곳 역사문화재
제천 역전한마음시장,제천 지역의 대표적 재래시장 가족여행 사계절 쇼핑 시장맛집 아이와함께 재래시장 전통시장 전통시장투어
백화산(영동),한 폭의 그림과도 같은 산 관광지 자연
보련산,사계절 변화하는 아름다운 산 경치여행 경치좋은곳 관광지 등산 등산객 자연 자연속으로 자연여행
증평대장간,장인의 명품칼을 만날 수 있는 곳 대장간 쇼핑 전통대장간 증평 증평대장간 칠지도
음성잿말고택 (김주태가옥),조선 후기의 전통가옥 가옥 관광지 교과서속여행 김주태가옥 문화재 역사 역사공부 역사관광지
보안사(괴산),효재 마을 사람들이 기도를 올리고 재건한 사찰 관광지 괴산보안사 불교 불교문화 불교사찰 사찰 사찰여행 역사
괴산 정인지 묘소,세종 집현전 학자 정인지의 묘역 관광지 괴산정인지묘소 기념물 역사 역사공부 역사관광지 역사를품은곳
단양 적성,신라의 남한강 상류 진출을 위한 기지였던 산성 가족여행 관광지 단양적성 사적 역사 역사공부 역사관광지 역사를품은곳
고산사 석조나한상,조선시대에 돌로 만든 특별한 나한상 관광지 불교 불교문화 역사 역사공부 역사관광지 역사를품은곳 역사문화재
부소담악(추소정),"호수 위에 떠 있는 병풍바위, 부소담악 2024_여행가는달과함께하는_발도장여행지 가을경치 가족과함께 경치여행"
진천 산수리와 삼용리 요지,진천 삼용리 백제요지 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주 창룡사 다층 청석탑,충주 남산 중턱 창룡사에 있는 다층석탑 관광지 불교 불교문화 사찰 사찰여행 역사 역사를품은곳 역사문화재
군자산,이황과 정철의 사랑을 받았던 괴산 8경 중 한 곳 관광지 괴산8경 괴산군자산 등산 산 자연 트레킹
정심사(충주),대림산 중턱에 있는 천년고찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연 자연속으로 자연환경
영동 소석고택,누마루가 멋진 초강천 인근의 고택 고택 관광지 교과서속여행 문화재 소석고택 역사 역사공부 역사관광지
진천 태화4년명 마애여래입상,용정리 부처당 고개 중턱 암벽에 조각된 마애불 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
하늘재,하늘과 맞닿은 곳 가족과함께 걷기좋은곳 관광지 산책 산책코스 산책하기좋은곳 자연
괴산 올갱이국 거리,괴산 향토음식 올갱이국 전문점이 모인 거리 건강식맛집 관광지 괴산올갱이국거리 다슬기 맛집여행 보양식 숨은맛집
능강계곡,삼복지경에도 얼음이 나는 곳 경치좋은곳 관광지 기상관광 능강계곡 얼음골 여름방학가볼만한곳 여름여행
월리사(청주),대청호와 구룡산과 어우러진 사찰 관광지 불교문화 사찰 사찰여행 역사 월리사 자연 자연속으로 자연환경
충주향교,1398년(태조 7) 현유(賢儒)의 위패를 봉안하다 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
제천 중앙시장,빨간오뎅을 만나러 가는 길 가족여행 기차여행 나들이 나홀로여행 마을축제 먹거리 쇼핑 시장맛집
속리산 산채비빔밥 거리,제철 나물 맛을 느낄 수 있는 산채비빔밥 거리 건강식 관광지 남녀노소 등산객 비빙밥 산채비빔밥 산채정식 산채한정식
제천 청풍 망월산성,망월산 정상을 돌로 둘러쌓은 성곽 관광지 기념물 역사 역사공부 역사관광지 역사를품은곳 역사문화재
북벽,깎아지른 듯한 석벽이 늘어서 있는 지질명소 관광지 기암괴석 단풍여행 봄꽃여행 북벽 자연 충청권
