place,태그
죽령폭포,요충지인 죽령 중턱 부근에 자리한 아름다운 폭포 관광지 단양죽령폭포 단양폭포 소백산 자연 자연속으로 자연환경
충북알프스자연휴양림,천혜의 자연속에서 힐링할 수 있는 곳 관광지 국내힐링여행 자연 자연속으로 자연여행 자연좋은곳 자연풍경
도락산,깨달음의 길에 즐거움이 따르는 바위산 관광지 단양도락산 등산 산 자연 자연환경 트레킹
대원사(충주),충주 시내에 위치한 포교사찰 관광지 교과서속여행 대원사 불교 불교문화 사찰 사찰여행 아이와함께
괴산 송병일 고택,우암 송시열의 후손들이 살던 집 고가 관광지 교과서속여행 역사 역사공부 역사관광지 역사를품은곳
충주 신청리 지석묘,신의실마을에 있는 청동기시대의 무덤 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주 문주리 석조여래좌상,충주시 대소원면의 탑동마을에 있는 석불좌상 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주 정토사지 법경대사탑비,고려 초의 승려 법경대사를 기리는 비석 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
계담서원,괴산 지역 교육의 산실 계담사원 관광지 괴산계담서원 괴산여행 서원 역사 역사공부 역사관광지 역사를품은곳
제천 송계리 대불정주 범자비,하덕주사 경내에 있는 고려 후기의 범자비 관광지 대불정주범자비 문화재 역사 역사공부 역사관광지 역사를품은곳
주정산 봉수,산봉우리에 있는 봉수대 관광지 역사 역사공부 역사관광 역사관광지 역사를품은곳 역사문화재
덕주사 약사여래입상,고려시대에 만들어진 것으로 추정되는 불상 관광지 덕주사약사여래입상 불교 불교문화 사찰 사찰여행 역사 역사문화재
하담 김시양 신도비,김시양의 업적을 기리기 위해 후대에서 세운 비석 관광지 김시양신도비 문화재자료 비석 신도비 역사 역사공부 역사관광지
속리산 관광특구,수려한 자연경관과 휴양시설이 조화를 이루는 곳 관광지 남녀노소 등산로 사찰&산사 속리산관광단지 속리산관광특구
운곡서원(음성),주자학을 집대성한 주희를 위해 건립된 서원 관광지 역사 역사공부 역사관광지 역사속으로 역사여행 역사유적지
청주 체화당사 및 사적비,효성과 우애 깊은 형제를 배향한 사당 관광지 사당 역사 역사관광지 청주가볼만한곳 체화당사 친구와함께
세조길,조선시대 임금도 요양을 내려왔었던 휴양하기 좋은 길 걷기좋은곳 남녀노소 레포츠 자연관광지 자연속으로 자연여행 자연좋은곳
문수암,미륵산에 자락에 자리 잡고 있는 작은 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
성내동 관아골,젊은이들에게 사랑받는 장소로 재탄생한 곳 관광지 뉴트로_감성여행 데이트명소 문화공간 복합문화공간 산책하기좋은곳
옥천 청산향교,역사와 아름다움이 어우러진 향교 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
옥천 경율당,후학을 가르치기 위해 마을 입구에 세운 서당 경율당 관광지 역사 역사공부 역사를품은곳 역사문화재 역사속 역사속으로
영동 비단강숲마을,비단강과 숲이 어우러진 마을 가족체험 관광지 농촌 농촌길 농촌체험 농촌체험마을 농촌체험여행
청룡사(청주),두 흙부처를 모신 구룡산의 자그마한 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
동화사(충북),석조비로자나불상으로 유명한 사찰 관광지 교과서속여행 동화사 불교 불교문화 사찰 사찰여행 역사
괴산 봉학사지 석조여래좌상,봉학사지에서 발견된 석조불상 관광지 불교 불교문화 사찰여행 역사 역사공부 역사를품은곳 역사문화재
의림지 역사박물관,제천의 역사와 문화를 담은 의림지 역사박물관 가족과함께 남녀노소 문화시설 아이와함께 역사공부 역사를품은곳 역사속
월류봉 둘레길,산책하기 좋은 월류봉 데크길 2024_여행가는달과함께하는_발도장여행지 가을가볼만한곳 가을경치 가을여행
제천 덕주산성,신라 덕주공주가 머물며 쌓은 석축산성 관광지 덕주산성 역사 역사공부 역사관광지 역사를품은곳 역사문화재
조산공원,수안보의 자연과 어우러진 공원 관광지 산림욕 산책길 산책하기 산책하기좋은곳 수안보연수원 수안보온천
단양 조덕수고택,단양지역 중농의 생활상을 보여주는 민가 가옥 관광지 교과서속여행 단양조자형가옥 문화재 역사 역사공부
황강 영당 및 수암사,송시열과 그의 제자들을 기리는 영당과 사당 관광지 맞배지붕건물 수암사 역사 제천 충청북도기념물 황강영당
상선암,바위 사이로 흐르는 물줄기가 아름다운 명승지 경치여행 경치좋은곳 계곡 관광지 상선암 여름피서지 자연 자연속으로
청주 문의 문산관,조선시대 문의현에 세운 관아건물 관아건물 문의문산관 문의문화유산단지 역사 역사관광지 청주가볼만한곳
증평 좌구산 명상구름다리,아찔한 높이에서 즐기는 절경 경치여행 경치좋은곳 관광지 휴식공간 휴식여행 휴식하기 휴식하기좋은곳
영동 와인터널,우수한 영동 와인을 전시하고 체험하는 공간 2024_여행가는달과함께하는_발도장여행지 관광지 데이트코스 산업관광
잘산대대박마을,색(色)이 있는 농촌여행 질산대대박마을 가족과함께 관광지 농촌 농촌마을 농촌여행 농촌체험 농촌체험마을
음성 공산정 고택,영산리 공산정 마을에 있는 전통 한옥 가옥 고택 관광지 서정우가옥 역사 역사공부 역사를품은곳 역사문화재
가산사,호국정신이 깃들어 있는 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 옥천 옥천가산사 자연속으로
덕동생태숲,숲 속에서 다양하게 즐기는 체험 관광지 덕동생태숲 생태숲 이색체험 자연 체험 충청권
신흥사(충주),약효있는 샘물 석간수 일화로 유명한 사찰 관광지 불교 불교문화 사찰 사찰여행 신흥사 역사 자연 자연환경
소선암자연휴양림,풍경이 빼어난 두악산 자연 속 휴양시설 관광지 생태관광지 소선암자연휴양림 자연 자연관광지 자연발생 자연속으로
영동규당고택,남도 풍습에 따라 지은 고택 고택 관광지 교과서속여행 국가민속문화재 규당고택 문화재 역사
CJ 블로썸 캠퍼스 (CJ제일제당),CJ제일제당의 브랜드를 오감으로 체험할 수 있는 공간 CJ제일제당 공장견학 관광지 만뢰산자연생태공원 산업관광 산업관광지
단양 수양개빛터널,빛의 무지개와 몽환적인 무한대의 빛터널 2022_추석_별빛_가득_야간관광 2024_여행가는달과함께하는_발도장여행지
보탑사(진천),삼국시대 목탑의 전통을 이은 석탑이 있는 곳 관광지 불교 불교문화 불교사찰 사찰 사찰여행 역사 자연속으로
충주 관아공원,충주목 관아 터에 조성한 공원 가족여행 관광지 산책하기 산책하기좋은곳 역사 역사관광지 역사속
옥동연꽃방죽,매년 여름 다채로운 연꽃이 피는 방죽 경치좋은곳 관광지 사진찍기좋은곳 아이와함께 연인과함께 자연 자연관광지
주철장 전수교육관,다양한 전시와 체험을 경험할 수 있는 곳 가족과함께 교육여행 교육장 문화시설 아이와함께 이색체험 전시관
마차박물관,한국전통 마차를 만나 볼 수 있는 곳 가족과함께 가족체험 문화시설 아이가_좋아하는_여행 아이와함께 이색체험
괴산 백운사 승탑군,승려의 유골이나 사리를 모셔둔 탑 관광지 불교 불교사찰 역사 역사관광지 역사를품은곳 역사문화재
서문풍물야시장&서문시장삼겹살거리,야간에도 빛이 나는 맛의 천국 서문시장 관광지 남녀노소 맛집 맛집탐방 먹자골목 삼겹살구이 생삼겹살 서문시장
수암골 카페거리,감성 넘치는 카페들이 자리 잡고 있는 수암골 카페거리 관광지 남녀노소 산책하기좋은곳 야경명소 야경좋은곳 연인과함께 이색거리
충인시장,먹거리가 다양한 대형 재래시장 가족과함께 골목시장 남녀노소 상설시장 쇼핑 시장구경 시장맛집
영동 덕수이씨 육세팔효정문,효자 6인과 효부 2인에 대한 효행을 기리기 위해 세운 정문 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
괴산한지체험박물관,한지문화를 계승하고 보존하는 박물관 가족과함께 괴산가볼만한곳 괴산한지체험박물관 문화시설 미세먼지_피하는_실내여행
진천 노원리 왜가리 번식지,왜가리 번식지를 대표하는 곳 관광지 생태관광지 아이와함게 자연 진천
깊은산속 옹달샘,지친 몸과 마음을 휴식하는 명상치유센터 가볼래터 관광지 깊은산속옹달샘 명상 뷰티 뷰티스파 스테이 여행구독
충주 강변길,충주댐 아래 강변에 조성된 걷기 길 관광지 남녀노소 레포츠 산책 산책길 산책로 산책코스 산책하기
충주호 종댕이길,충주호수와 바람이 어우러져 걷기 좋은 길 가족과함께 가족여행 레포츠 반려동물 반려동물동반여행지 산책 산책하기좋은곳
제원 송계리 망개나무,천연기념물로 등록된 송계리 보호수 관광지 망개나무 자연 자연좋은곳 자연환경 제원송계리망개나무 천연기념물
장회나루,단양 구담봉과 충주호 절경을 감상할 수 있는 곳 경치좋은곳 관광지 사진찍기좋은곳 사진촬영명소 자연관광지 자연발생
옥순대교,기암절벽과 충주호가 절경을 이루고 있는 곳 경치좋은곳 관광지 드라이브여행 드라이브코스 사진찍기좋은곳 사진촬영
둔주봉,옥천 제1경으로 한반도 지형을 볼 수 있는 곳 경치좋은곳 관광지 남녀노소 등산객 사진찍기좋은곳 사진촬영 사진촬영명소
산막와이너리,한국의 특별한 테루아와 포도를 유럽 정통의 방식으로 담아낸 한국 와인 관광지 산업관광 산업관광지 연인과함께 와인체험 이색체험 체험프로그램
제천 약초시장,질 좋은 제천의 약초를 구매할 수 있는 시장 건강식 건강여행 건강한힐링여행 남녀노소 부모님과함께 쇼핑 약재료
김종명 나뭇잎 예술 갤러리,나뭇잎 예술작품을 만날 수 있는 전시관 문화시설 문화예술 복합문화공간 복합문화시설 연인과함께 예술여행
비봉산(제천),청풍호의 그림 같은 풍광을 볼 수 있는 곳 경치좋은곳 관광지 사진찍기좋은곳 사진촬영명소 자연 자연관광지 자연발생
괴산중학교 구 본관,우리나라 기술진이 건축한 충청북도 유일의 석조 학교건물 관광지 괴산중학교 등록문화재 문화재 역사 역사공부 역사관광지
진천 연곡리 석비,비문이 없어 일명 백비라고도 하는 비석 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
영동블루와인농원,"와인 시음과 체험, 숙박이 가능한 양조장 관광지 남녀노소 산업관광 산업관광지 연인과함께 영동블루와인농원"
불휘농장,천천히 음미하고 서서히 와인에 빠져든다 관광지 남녀노소 산업관광 산업관광지 영동가볼만한곳 영동여행 와인체험
도란원 샤토미소,우리 땅에서 나고 자란 포도로 만드는 명품 와인 관광지 남녀노소 산업관광 산업관광지 연인과함께 와인체험 이색체험
괴산 보안사 삼층석탑,옛 절터에 유일하게 남아있던 석조탑 관광지 괴산보안산삼층석탑 괴산삼층석탑 삼층석탑 역사 역사공부 역사관광지
괴산 오가리 느티나무,매년 성황제를 지내는 크고 오래된 나무 관광지 자연관광지 자연발생 자연속으로 자연여행 자연좋은곳 자연풍경
원호 유허비 및 관란정,단종을 향한 원호의 충의를 기리기 위해 세운 정자 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주호 유람선,단양팔경 관광에 용이한 충주호 유람선 경치좋은곳 관광지 단양여행 부모님과함께 자연좋은곳 자연환경 충주호유람선
월류봉(한천팔경),달도 머물다 가는 정취 있는 봉우리 경치여행 경치좋은곳 관광지 월류봉 월류봉광장 월류봉둘레길 자연관광지
괴산 사담리 망개나무 자생지,우리나라의 대표적인 망개나무 자생지 관광지 괴산 괴산여행 망개나무 사담망개나무 자연 천연기념물 충청권
오대호아트팩토리,국내 1호 정크아티스트 오대호 작가의 작품을 만나보자! 2024_여행가는달과함께하는_발도장여행지 가족과함께 문화시설 문화예술
다리안계곡,여름 피서지로 유명한 맑고 시원한 계곡 가족여행 계곡 관광지 다리안계곡 여름피서지 자연 충청권 피서
솔밭관광농원,드넓은 잔디밭에 펼쳐진 일반 캠핑장 가족과함께 관광농원 관광지 괴산솔밭관광농원 농원 산업관광 산업관광지
괴산 적석리 소나무,입석고개에 있는 거대한 마을의 수호신 가족여행 관광명소 관광지 괴산소나무 괴산적석리소나무 기념물 소나무
진천 신헌 고가,조선 후기 때 신헌(申櫶:1810∼1888)이 건립한 주택 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
영수사(진천),"두타산 명당에 자리 잡은 사찰, 영수사 관광지 교과서속여행 불교 불교문화 사찰 사찰여행 역사 영수사"
자연드림파크(괴산),치유와 힐링의 공간 가족과함께 관광지 괴산가볼만한곳 산업관광 산업관광지 체험관광지
국립현대미술관 청주,작품의 수장과 보존에 특화된 수장형 미술관 가볼래터 관광지 국립현대미술관 기획전시 뉴트로_감성여행 데이트명소
괴산 외사리 당간지주,절에 행사나 의식이 있을 때 깃발을 달아두는 기둥 관광지 괴산외사리당간지주 당간지주 역사 역사공부 역사관광지 역사를품은곳
수옥정관광지,수옥폭포와 연풍새재를 품은 명소 가족여행 관광지 수옥정관광지 여름가볼만한곳 여름여행 여름피서지
대흥사(진천),진천을 한눈에 담는 봉화산 자락에 위치한 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
봉학골산림욕장,자연 속에서 충분한 휴식을 취할 수 있는 곳 걷기길 관광지 봉학골산림욕장 산림욕장 수목원 아이와함께 음성봉학골산림욕장
안심사(청주),신라 진표율사가 창건한 유서 깊은 사찰 관광지 교과서속여행 아이와함께 안심사 역사 역사공부 역사관광지
동부창고,옛 담뱃잎 보관창고의 재탄생 가볼만한한축제 관광지 근대산업유산 뉴트로_감성여행 도시재생 동부창고
한국기초과학지원연구원(오창),
진천 생거진천화랑촌,생거진천(生居鎭川) 가족과함께 관광지 아이와함께 자연좋은곳 자연환경 체험 휴식공간
충주 숭선사지,고려 광종이 어머니를 위해 세운 사찰 터 관광지 역사 역사공부 역사관광 역사를품은곳 역사문화 역사문화재
화양서원,조선 유학자 우암 송시열을 모시고 제향하는 곳 가족여행 관광지 괴산화양서원 송시열유적지 역사 역사공부 역사관광지
충주 조동리 선사유적,집중호우가 내린 후 발견된 선사시대 유적지 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
죽계서원(청주),오랜 역사를 느낄 수 있는 죽계서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
이시진 효자각,이시진의 효행을 기리는 효자문이 있는 곳 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화관광 역사문화재
제천 중전리 고가,제천 금성면에 위치한 조선 후기의 전통가옥 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
제천 무암사 목조아미타여래좌상,조선 후기의 전형적인 목조 불상 관광지 불교 불교문화 역사 역사공부 역사관광지 역사를품은곳 역사문화재
제천 시곡리 석조여래입상,통일신라 말기의 조각 양식을 보여주는 불상 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
장암 정호 묘소,조선 중기의 문신 문경공 장암 정호의 묘 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
고산사 석조관음보살좌상,제천의 관음신앙을 이해할 수 있는 유물 관광지 불교 불교문화 역사 역사공부 역사를품은곳 역사문화재 역사속
제천 입석리 선돌,청동기시대 큰돌 문화를 보여주는 소중한 자료 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주 신흥사 석조 나한상,머리에 두건을 쓴 독특한 양식의 나한상 관광지 불교 불교문화 사찰여행 신흥사석조나한상 역사 역사를품은곳
충주 추평리 삼층석탑,보존 상태가 양호한 고려의 삼층석탑 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주 미륵리 오층석탑,고려 때 세운 수안보 미륵사지의 석탑 관광지 보물 역사 역사공부 역사관광지 역사를품은곳 역사속으로
충주 미륵대원지 석조귀부,비석을 받치던 거대한 돌거북 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화 역사문화재
괴산 봉학사지 오층석탑,봉학사 터에서 발견된 고려 초기의 석탑 관광지 불교 불교문화 역사 역사공부 역사관광지 역사를품은곳 역사문화재
충주 이수일 묘소,조선 중기 충무공 이수일의 묘 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
수암골 벽화마을,청주 감성여행 1번지 2024_여행가는달과함께하는_발도장여행지 가족여행 감성사진 관광지
충주 민속공예거리,다양한 민속공예품을 관람하고 구매 할 수 있는 곳 고미술품 공예품 관광지 문화예술활동 미술작품 석공예 수공예 예술작품
무암사,신비한 전설과 볼거리가 가득한 금수산의 사찰 관광지 불교 불교문화 불교사찰 사찰 사찰여행 역사 자연속으로
석천암(괴산),대한민국에서 가장 작은 대웅전을 가지고 있는 사찰 관광지 괴산석천암 대웅전 불교 불교문화 사찰 사찰여행 석천암
취묵당,백곡 김득신이 만년에 세운 독서를 즐기던 정자 관광지 괴산여행 괴산취묵당 문화재자료 역사 역사공부 역사관광지
한삼인 증평공장,국내산 원료로 고려인삼의 명맥을 잇는 곳 견학 관광지 산업관광 산업관광지 전통산업 체험학습 충청권 한삼인
문수암(옥천),아름다운 모습을 감상할 수 있는 문수암 관광지 불교 불교문화 사찰 사찰여행 역사 옥천문수암 자연속으로
제천 청풍 금남루,조선 순조 때 세운 관청의 정문 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주 제금당,조선시대 귀빈을 맞이하던 곳 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화관광 역사문화재
달천,부드럽고 깨끗한 물줄기를 가진 남한강의 발원지 감천 강 관광지 괴산달천 괴산여행 달래강 달천 자연 충청권 하천
박약재,진주강씨 문중에서 지은 자녀 교육용 강당 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
월명사(제천),제천 송학산에 자리한 단아하고 조용한 사찰 관광지 불교 불교문화 사찰 사찰여행 송학산 역사 월명사 자연속으로
백마산,음성의 소금강이라고 부르는 산 관광지 등산 산 음성여행 자연 자연관광지 자연환경 트레킹
연풍성지,조선 후기 천주교 순교 성지 관광지 성지순례 역사 역사공부 역사관광지 역사관광지 역사를품은곳
청련암(단양),단양팔경인 사인암 바로 옆에 자리한 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
화양동관광농원,빼어난 자연경관을 간직한 관광농원 가족과함께 관광농원 관광지 괴산관광농원 괴산팜스테이 괴산화양동관광농원
수레의산자연휴양림,맑은 공기와 자연의 향기를 느끼는 휴양시설 가족여행 걷기길 관광지 등산 수레의산자연휴양림 자연 자연&숲 전망좋은곳
수주팔봉,바위봉을 등에 업고 있는 작지만 커다란 산 2024_여행가는달과함께하는_발도장여행지 수주팔봉캠핑장 가족여행 관광지
진천 김유신 탄생지와 태실,깊은 역사가 담겨있는 곳 관광지 김유신장군 역사 역사공부 역사관광지 역사를품은곳 역사속으로
풍류문화관,선조들의 풍류를 체험하고 배우는 곳 가족과함께 관광지 문화공간 복합문화공간 연인과함께 열린문화공간
속리산 숲체험휴양마을,백두대간 속리산의 깊고 깊은 산골 속 휴양 명소 2024_여행가는달과함께하는_발도장여행지 가족과함께 경치좋은곳 관광지
청안향교,지방민의 교육과 교화를 위해 창건 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
높은벌,금강이 내려다보이는 높은 언덕 위 마을 경치좋은곳 관광지 산책길 산책하기 산책하기좋은곳 자연마을 자연환경
옥천 석탄리 고인돌,옥천에서 만나는 선사시대 무덤 양식 고인돌 고인돌유적 관광지 기념물 석탄리고인돌 역사 역사공부 역사관광지
용하구곡,자연이 아름다운 계곡 경치좋은곳 계곡 관광지 단풍여행 여름여행 여름피서지 용하구곡
만뢰사,백파 조감 선생의 위패를 봉안한 사당 관광지 만뢰사 사당 역사 역사공부 역사관광지 역사를품은곳 역사문화재
대성사(이원),도심 속에 자리 잡은 고즈넉한 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 옥천 옥천대성사 자연속으로
단양 패러일번지,반려동물 동반가능한 패러글라이딩 남녀노소 레포츠 반려동물 반려동물동반여행지 연인과함께 익스트림스포츠
남천계곡,물이 맑고 천연림이 잘 보존되어 있는 곳 가족여행 계곡 관광지 남천계곡 단풍여행 자연 충청권 피서
충주 상대촌농촌체험마을,팜스테이 마을로 인기 있는 차령산맥의 체험마을 관광지 농촌 농촌마을 농촌여행 농촌여행코스 농촌체험 농촌체험마을
옥화9경,용과 신선이 살았다는 푸른 달천 유역의 관광명소 가족과함께 걷기좋은곳 관광지 달천천 비경 자연 자연환경 청주가볼만한곳
솔향공원 스카이바이크,하늘 길을 달리는 스카이바이크 레포츠 보은가볼만한곳 보은군 솔향공원 스카이바이크 이색체험 충청권
제천 청풍 응청각,한벽루 옆에 나란히 세워졌던 관아의 누각 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
양방산활공장,단양 시내가 한눈에 보이는 패러글라이딩 명소 경험 남한강 단양군 레포츠 양방산활공장 패러글라이딩 항공
진천명품 휴미락캠핑장,아름다운 자연 속에서 휴식할 수 있는 캠핑장 가족과함께 경치좋은곳 관광지 산업관광 산업관광지 이색체험 자연속
단양드림레저 패러글라이딩,아름다운 뷰를 감상할 수 있는 패러글라이딩 체험 놀거리 단양가볼만한곳 단양패러글라이딩 레포츠 액티비티 체험활동
물한계곡,여름 피서객이 많이 찾는 맑고 시원한 계곡 가족여행 관광지 나들이 데이트코스 물한계곡 아이와함께 여름방학가볼만한곳
충주 박팽년 사당,탑동마을에 있는 석불 좌상 관광지 박팽년사당 역사 역사공부 역사관광지 역사를품은곳 역사문화재
덕동골캠핑장,자연의 품 속 덕동골오토캠핑장 가족여행지 덕동 레포츠 제천시캠핑장 추억 캠핑장 힐링
복드림 도깨비방망이,장인 정신으로 수작업한 도깨비방망이 원목 공예품을 볼 수 있는 곳 공예품 기념품 기념품판매 도깨비방망이 쇼핑 제천 제천가볼만한곳
새밭계곡,소백산 깊은 산골에서 흐르는 물줄기가 모여 이룬 계곡 계곡 관광지 낚시 단양 단양계곡 새밭계곡 자연 충청권 캠핑 피서
영동향교,조선 선조 때 세운 지방교육기관 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
충주반딧불오토캠핑장,가족과 함께 즐거운 캠핑을 즐길 수 있는 곳 가족여행 레포츠 연중무휴 충주반딧불오토캠핑장 충청권 휴양여행 힐링
백마권역마을,유럽풍 테마형 농촌체험휴양마을 가족여행지 가족체험 관광지 농촌 농촌길 농촌체험 농촌체험마을
청주 지웰시티몰 II,상상한 모든 것이 있는 복합 엔터테인먼트 쇼핑몰 쇼핑 쇼핑센터 청주 청주쇼핑몰 현대백화점
제천몰 / 제천한방클러스터,건강에 좋은 한방제품 전문점 가족여행 기념품판매 기차여행 나들이 나홀로여행 쇼핑 아이와함께
충주 라바랜드,코믹한 악동 라바와 함께하는 테마파크 관광지 놀이동산 놀이동산&테마파크 라바랜드 아이들과가볼만한곳 아이와체험여행
천동 물놀이장,아름다운 자연 속에 자리잡은 물놀이장 가족과함께 단양 단양물놀이장 단양여행 레포츠 물놀이 아이와함께
도담삼봉 모터보트,남한강 상류에서 즐기는 수상 액티비티 경치여행 경치좋은곳 단양관광지 단양모터보트 단양팔경 레포츠 자연여행
숲속작은책방,책방과 북스테이를 통해 새로운 책 문화를 만드는 곳 가정식서점 관광지 나홀로여행 문화행사 민박 북스테이 북클럽 서점
황간향교,조선 태조 때부터 내려온 유서 깊은 교육기관 관광지 문화재 아이와함께 역사 역사공부 역사관광지 역사를품은곳
단양 금굴 구석기유적지,우리나라에서 가장 구석기시대의 유적 관광지 교과서속여행 단양 아이와함께 역사 역사공부 역사를품은곳
산막이옛길,산바람과 강바람이 그대로 느껴지는 산책로 19_20한국관광100선 가족과함께 걷기길 괴산가볼만한곳 레포츠 산막이옛길
옥천 장수마을,사계절의 맛과 풍취를 모두 느낄 수 있는 곳 가족과함께 관광지 농촌마을 농촌여행 농촌체험 마을 옥천장수마을
충주댐,수자원 확보 및 홍수피해를 막아주는 충주댐 가족여행 걷기여행 경치좋은곳 관광지 사계절 연인과함께 자연 자연좋은곳
삼화대장간,무형문화재 야장이 운영하는 전통 있는 대장간 대장간 쇼핑 충주무학시장 충주쇼핑 충주시
영동 추풍령 전적 및 장지현 순절비,장군의 뜻을 기리기 위하여 세운 비와 사당이 있는 곳 관광지 비석 순절비 역사 역사공부 역사관광 역사관광지 역사를품은곳
화양동계곡 트레킹,조선시대 유학자 송시열의 유적이 많은 수려한 탐방길 계곡 레포츠 속리산국립공원 자연환경 트레킹 화양구곡 화양동계곡
옹기공방,전통옹기 만들기 체험을 할 수 있는 공방 공방 공방체험 쇼핑 영동옹기공방 옹기공방 옹기만들기 체험 충청권
선암계곡(하선암),"울창한 숲과 기암괴석, 맑고 깨끗한 청정계곡 가족여행 계곡 관광지 선암계곡 여름여행 여름피서지 자연 자연좋은곳"
괴산 청안 안민헌,조선시대 관아 건축물 관광지 문화재 역사 역사공부 역사관광지 역사를품은곳 역사문화재
충주조정체험아카데미,누구나 쉽게 조정을 체험해 볼 수 있는 공간 가족과함께 레포츠 수상레포츠 에너제틱_청춘여행 연인과함께 조정체험
미타사(음성),동양 최대 지장보살상이 있는 천년고찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
충주 자유시장,낮과 밤 모두 즐거운 전통시장 가족여행 기차여행 나들이 나홀로여행 데이트코스 먹거리 쇼핑 시장맛집
용담폭포,승천하는 용이 떠오르는 시원한 폭포 관광지 금수산폭포 자연 제천금수산 제천여행
"영동장 (4, 9일)",영동에서 제일 큰 규모의 장 가족과함께 사계절 쇼핑 시장 아이와함께 영동 영동시장 영동장
금수산,경치가 비단에 수놓은 것처럼 아름다운 산 경치여행 경치좋은곳 관광지 단양금수산 등산 등산여행 등산코스
제천 청풍 금병헌,조선 후기의 건축양식을 볼 수 있는 관아건축물 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
애한정,예로부터 수려한 경치를 자랑하는 곳 관광지 괴산애한정 문화재 역사 역사공부 역사관광지 역사를품은곳
송호국민관광지 야영장,쾌적한 휴식공간과 놀이공간을 제공하는 야영장 2024_여행가는달과함께하는_발도장여행지 가족여행 레포츠 송호국민관광지
"매포전통시장(4, 9일)",이웃 동네 사람과 안부와 정을 나누는 평동5일장 5일장 가족여행 나들이 먹거리 쇼핑 시장맛집 아이와함께 연인과함께
"음성장(2, 7일)",사람의 정이 느껴지는 음성 오일장 가족여행 사계절 쇼핑 시장 시장맛집 아이와함께 음성시장 음성장
진천 덕산양조장,좋은 술을 만드는 진천 덕산양조장 관광지 근대문화유산 덕산양조 산업관광 산업관광지 식객 양조장
민주지산 자연휴양림,일상에 지친 몸과 마음을 치유하는 자연휴양림 관광지 민주지산자연휴양림 영동민주지산자연휴양림 영동자연휴양림 자연
"광혜원장 (3, 8일)",진천의 생활풍경을 볼 수 있는 오일장 광혜원장 쇼핑 시장 오일장 재래시장 전통시장 전통시장투어 충청권
영동 영모재,고성 남씨의 재실 영모재 관광지 교과서속여행 문화재 아이와함께 역사 역사공부 역사관광지
수안보온천 관광특구,우리나라 최초의 자연 용출 온천수 2023_설날_온천 가족과함께 가족여행 관광지 남녀노소 반려동물 반려동물동반여행지
채운암,화양구곡의 빼어난 경치 속에 둘러쌓인 사찰 관광지 괴산채운암 대웅전 사찰 역사 역사공부 역사관광지 역사를품은곳
단양 관광특구,아름다운 단양8경을 볼 수 있는 관광명소 가족과함께 관광지 남녀노소 아이와함께 자연관광지 자연마을 자연여행
백록서원,조선 후기 신하 권상의 학문과 덕행을 추모하는 곳 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
기암서원,청백리 강백년을 추모하기 위해 창건한 곳 관광지 기암서원 역사 역사공부 역사관광지 역사를품은곳 역사문화재
영춘향교,조선 전기에 창건된 교육시설 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
검암서원,임진왜란 금산전투에서 전사한 9인을 추모하는 곳 검암서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재
