place,info,태그
만흥공원,"여수의 아름다운 자연과 문화 예술, 역사가 한데 어우러진 공원",걷기좋은길 관광지 여수가볼만한곳 여수공원 자전거길 전남권 전라남도_여행지_추천
3.1독립운동기념탑,3.1 독립운동의 숭고한 정신을 계승하고자 건립된 탑,3.1독립운동기념탑 3.1운동 3·1운동_100주년_여행지추천 관광지 기념탑                
한강중앙공원,"도심 속 여유, 김포의 힐링 명소",관광지 금빛수로 김포가볼만한곳 김포여행 한강중앙공원
3·15 아트센터,다양한 공연과 전시가 이루어지는 복합문화공간,경상권 데이트코스 문화공간 문화시설 문화예술활동 문화행사 사계절         
중산동 고분군,삼한과 삼국시대에 형성된 대규모 고분군,관광지 역사 역사공부 역사관광지 역사를품은곳 역사속 역사속으로      
유엔군 초전기념비,스미스 부대 장병들을 기리는 기념비,가족여행 관광지 기념비 나들이 당일치기여행 드라이브여행 서울근교여행           
박상진의사 생가,독립운동가 박상진의사가 살았던 집,2024_여행가는달과함께하는_발도장여행지 관광지 역사 역사공부 역사관광         
함안도서관,지역 교육과 문화생활의 중심 도서관,경상권 도서관 문화시설 사계절 실내여행지 아이와함께 체험학습 
소호항,우리나라 최대의 홍합 산지,관광지 도시항구 소호항 여수바다 여수배낚시 여수시 여수여행 여수홍합 
경주 경덕왕릉,통일신라의 경덕왕의 것으로 추정되는 무덤,경주왕릉 경주유적지 관광지 신라왕릉 역사 역사공부 역사관광지          
도구해수욕장,연오랑세오녀의 전설이 서려 있는 해수욕장,경상권 관광지 동해바다 바다풍경 여름피서지 자연 자연관광지 자연좋은곳     
오산 고인돌공원,고인돌이 분포해 있는 오산의 공원,관광지 문화관광해설사
유등연지,한여름 만개한 연꽃을 감상하기 좋은 곳,경상권 관광지 산책하기좋은곳 유호연화 자연 자연속으로 자연습지     
구룡사,아홉마리 용과 거북바위의 전설이 깃든 곳,가족여행 강원권 관광지 구룡사 기차여행 나들이 당일치기여행 문화관광해설사              
경정해수욕장,낮은 수면과 맑은 물로 스노클링이 가능한 바닷가,경상권 관광지 드라이브여행 바다낚시 바다풍경 블루로드 스노클링        
[변산 마실길 1코스] 조개미 패총길,남녀노소 누구나 편하게 걷는 해안길,걷기길 걷기여행길 걷기좋은길 걷기코스 레포츠 변산마실길 변산마실길     
인산낚시터,강화도 송어·빙어 축제가 열리는 낚시터,강화인산낚시터 강화인산낚시터 낚시터 레포츠 인천권 인천낚시터 인천인산낚시터         
관훈동 민씨 가옥 (구 부마도위박영효가옥),서울시 민속자료로 지정된 전통 가옥,관광지 민씨가옥 역사 역사공부 역사관광지 역사를품은곳 역사속      
순정효황후윤씨친가,조선시대 최상류층 주택의 면모를 보여주는 가옥,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
새만금 메타버스 체험관,국내 최초 오프라인 메타버스 체험 공간,가볼래터 나들이 문화시설 부안군 부안군여행 부안군체험관 새만금      
전주목판서화체험관,전주 한옥마을에서 즐기는 목판화 체험,가족과함께 가족여행 가족체험 관광지 목판 아이와함께 이색체험         
영월 패러글라이딩,익스트림 스포츠의 스릴과 아름다운 자연을 느낄 수 있는 패러글라이딩,경치여행 남녀노소 레포츠 연인과함께 영월여행 이색체험 익스트림스포츠   
부천시립꿈빛도서관,지식과 상상이 만나는 도서관,꿈빛도서관 도서관 문화공간 문화시설 부천 부천도서관 부천시 부천시립꿈빛도서관  
용추계곡,승천하던 용의 발자국이 새겨진 계곡,가족여행 계곡 관광지 여름피서지 임실계곡 임실여행 자연 자연속으로     
사충단,충신의 공을 기리기 위해 세운 묘단,가족여행 경상권 경상남도기념물 관광지 사충단 역사 역사공부 역사관광지          
"현풍장 (5, 10일)",전통시장과 청년몰을 함께 만나볼 수 있는 문화관광형 시장,가족여행 경상권 기차여행 나들이 나홀로여행 먹거리 쇼핑 시장맛집               
거제 계도어촌체험마을,다양한 어촌 생활을 경험하고 체험할 수 있는 곳,가족체험 거제아이와가볼만한곳 거제어촌체험 거제체험마을 계도어촌체험마을              
하남 동사지,한국 불교미술사의 주요한 역할,관광지 교과서속여행 동사지 불교사찰 수도권 역사 역사공부 역사관광지            
구산성지,은총 가득한 성지이며 복음사의 징검다리이자 완성지,관광지 교과서속여행 구산성지 드라마촬영지 수도권 순교자 아이와함께                
예림당아트홀,어린이를 위한 꿈과 추억의 공간,가족뮤지컬 나홀로여행 도심문화나들이 도심여행 문화시설 상설공연      
[변산 마실길 2코스] 노루목 상사화길,해안 길을 따라 걷는 길,걷기여행길 걷기여행데이트코스 걷기좋은곳 걷기좋은길 걷기코스 데이트코스      
송파하남어린이천문대,아름다운 별자리와 함께 하는 재미있고 신나는 체험,문화시설 송파어린이천문대 송파하남천문대 하남 하남송파어린이천문대  
스몹 하남,어른들의 놀이터,관광지 놀이동산&테마파크 레포츠 레포츠체험 복합문화공간 수도권         
장충체육관,"한국을 살아가는 사람들의 기억 한 켠에 늘, 장충체육관",가족과함께 남녀노소 레포츠 복합문화공간 스포츠센터 실내경기장 아이와함께 
주렁주렁 하남점,동물과 자유롭게 교감할 수 있는 곳,경기주렁주렁 경기주렁주렁하남점 경기하남주렁주렁 관광지 하남동물원  
맥전포항,한적한 어촌의 풍경을 담고 있는 항구,고성가볼만한곳 고성맥전포항 고성바다산책 고성산책 고성여행 관광지  
상족암군립공원,세계 3대 공룡발자국 화석지,가볼래터 가족여행 공룡 공룡발자국 관광지 바다풍경 상족암군립공원         
렛츠런파크 부산경남,온 가족이 즐기는 경마 체험 공원,가족여행 경상권 관광지 렛츠런파크 렛츠런파크부산경남 아이와함께   
하남문화예술회관,과거와 현재를 공감하고 미래의 꿈을 키울 수 있는 공간,문화 문화공간 문화시설 문화예술 문화예술공간 문화예술활동 문화예술회관          
서산서원(함안),생육신의 충절을 기억하는 서원,경상권 관광지 서산서원 역사 역사공부 역사관광지 역사를품은곳       
만재도,자연의 보물을 가득 담은 섬,관광지 만재도 신안군 자연 전라남도 전라남도섬여행
군포역전시장,군포의 대표적인 전통시장,가족여행 군포시장 군포역전시장 군포전통시장 사계절 쇼핑 수도권      
매쟁이골,가족나들이 하기 좋은 곳,관광지 나들이 등산 산책 수리산 수리산도립공원 수리산숲속놀이터 
반월호수,낙조가 아름다운 아늑한 분위기의 호수,관광지 산책하기좋은곳 자연 자연관광지 자연속으로 자연여행 자연좋은곳     
김천시립박물관,김천의 역사와 문화를 보존하고 전시하는 공간,교육장 김천가볼만한곳 김천여행 문화시설 사명대사공원 시립박물관   
갈치저수지,군포의 조용한 힐링 명소,갈치호수 경기도저수지 관광지 군포저수지 반월저수지 반월호수 산책 
산본전통시장,언제나 활기 넘치는 시장,가족여행 나들이 나홀로여행 데이트코스 먹거리 산본시장 서울근교여행           
바리메오름,크고 작은 오름들이 어울려 있는 곳,가족과함께 관광지 바리메오름 오름 자연풍경 제주가볼만한곳 제주도여행 
월봉사(울산),천 년 넘게 명맥을 이어온 함월산의 사찰,경상권 관광지 불교 불교문화 사찰 사찰여행 역사 연중무휴 울산월봉사         
오수상설시장,시골시장의 정취를 물씬 느낄 수 있는 전통시장,가족여행 나들이 나홀로여행 쇼핑 아이와함께 연인과함께 오수시장       
산본중앙공원,군포에 중심에 위치해 있는 공원,가족 관광지 군포공원 근린공원 나들이 산본공원 운동 힐링
도산서원(고성),조선시대 사립교육기관인 서원,고성사립교육기관 고성서원 관광지 사액서원 숭의사 역사 역사공부             
해지개다리,야경을 즐기며 걷기 좋은 고성의 명소,경남야경명소 경남여행 고성가볼만한곳 고성여행 관광지 남산오토캠핑장    
안돌오름,초록빛 가득한 자연 속을 걸을 수 있는 곳,관광지 비밀의숲 사진찍기좋은 자연관광지 자연풍경 제주가볼만한곳   
경주 일성왕릉,농업을 권장한 신라 제7대 일성왕의 무덤,경상권 경주남산 경주왕릉 경주유적지 관광지 사적 신라왕릉 역사             
여수 낭도리 공룡발자국화석 산지,세계에서 가장 긴 공룡발자국 보행렬의 흔적,공룡발자국 관광지 아이와함께 여수낭도리공룡발자국화석산지 여수여행      
한우물근린공원,군포시민들을 위한 편안한 휴식처,관광지 군포공원 군포근린공원 근린공원 산책 운동 휴식 힐링
엉덩물계곡,계곡 사이 피어난 유채꽃의 입체적인 풍경 명소,계곡 관광지 사진찍기좋은 연인과함께 올레길 유채꽃명소 제주가볼만한곳 
도솔암(울산),중생교화와 보살의 수행처 역할을 위해 노력하는 사찰,관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경       
CECO 창원컨벤션센터,글로벌 전시 컨벤션센터로 자리매김한 CECO,가족과함께 경상권 문화시설 복합문화공간 아이와함께 열린문화공간         
수락산스포츠타운,구민의 건강과 다양한 체육문화를 증진시킬 수 있는 곳,노원구스포츠타운 노원구야구장 노원구축구장 노원구테니스장 레포츠       
양양향교,제사와 교육을 위해 설립한 고려의 교육기관,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화 역사문화재       
동해면 작은 구학포 공룡 화석지,대표적인 공룡 발자국 화석지,공룡 관광지 역사 역사관광지 역사유적 화석
도두봉,멋진 전망과 야경을 감상할 수 있는 오름,가족과함께 관광지 도두봉 도들오름 야경명소 오름 전망대 전망명소  
